"1000","3000","10000","30000","100000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
56965.8,56968.5,56970.5,56971.2,56969.2,56968.25,56970.25,56970.75,56970.5,56970.5,56971.25,56972.75,56969.5,56970,56969.75,56970,56970,56968,56968.75,56970,56970.25,56972.25,56972,56971,56971.25,56969.8,56976.4
56974,56979.2,56978.8,56977,56971.5,56974,56977.5,56978.75,56977,56977.5,56977.5,56977.5,56976.75,56976,56975.75,56976.5,56976.5,56977,56977.25,56978.5,56978,56978,56978,56977.5,56979.25,56976.4,56975
56974,56974.5,56977.5,56980.2,56978.2,56974,56972,56972,56969.75,56971.75,56972.5,56975,56972.25,56972.25,56970.75,56971,56971.25,56971.25,56972.5,56973.25,56972.75,56973.25,56971.75,56972,56973.5,56975,56982.3
56980.5,56981.2,56984,56985.8,56977.2,56981,56981.25,56983.5,56983.5,56982.75,56984,56983,56984.75,56984,56983.25,56983.25,56984,56984,56983.25,56983,56982,56983,56983,56984.5,56984.75,56982.3,56990.4
56989.8,56991,56989.8,56990.2,56988.8,56990.5,56991.25,56992,56992,56991,56991.5,56990.5,56990.5,56990.5,56990.5,56990.75,56992.5,56991.75,56992,56992.75,56993.75,56992.5,56992.5,56992.75,56993.75,56990.4,56987.6
56987.8,56989,56986.2,56989.2,56988.8,56988,56989,56986.25,56984.5,56986,56986.25,56988,56987.5,56986.25,56986.25,56986.25,56986.25,56986.5,56986.75,56987.5,56988.25,56988.5,56988,56987.5,56984,56987.6,57007.1
57008.8,57009,57008,57007.2,57002,57007,57008.75,57008,57007.5,57006,57005.25,57007.5,57007,57007.25,57006.25,57005.75,57007,57008.75,57010.25,57010.5,57011.5,57012.75,57014,57013,57011.75,57007.1,57020.5
57018.8,57022,57020.5,57024,57018.8,57018.75,57021.25,57020.5,57020.25,57024,57019.25,57018.5,57018.75,57018.75,57018.75,57018.75,57018,57017,57017,57016.75,57017.75,57017.75,57017.75,57018.5,57018.5,57020.5,57001.1
56998,56998,57004.5,57006.8,57003,56998,56998.25,56999,56999,57001.5,56998.5,57001.25,57001,57000.75,56998.75,56998.75,56997.5,56998.5,56995.75,56996.75,56996.75,56996.5,56995.25,56995,56994,57001.1,56982.1
56982.2,56982.8,56982,56982.2,56981.5,56982.25,56981.75,56981.75,56981.75,56982.25,56982.25,56981.5,56983.5,56982.5,56982.5,56983.5,56983,56983.5,56984.25,56986,56986.75,56983.5,56982.75,56983.25,56983.5,56982.1,56972.1
56971.2,56971.2,56974.2,56973.2,56969.2,56971.5,56972.5,56971.5,56971.5,56973,56973,56971.5,56973.25,56973.75,56974.5,56975.75,56974.25,56973.25,56972.75,56972.75,56973.25,56974.25,56973.75,56974,56974.25,56972.1,56967.1
56966.2,56969,56966.8,56964.5,56962,56966.25,56969,56967.5,56967.75,56968,56968.5,56968.5,56966.75,56972,56973.5,56972,56972,56968.75,56969,56969.75,56970,56970,56969.5,56970.5,56971,56967.1,56971.6
56972.5,56973.8,56975.2,56969,56970.2,56972.25,56971.75,56971,56970.5,56970,56970.5,56969.75,56970.5,56971.75,56972.5,56970,56972.25,56972.25,56971.5,56972.25,56971.5,56970.5,56970.25,56969.75,56970.25,56971.6,56965.2
56964,56965.8,56966.8,56970.5,56968.2,56963.75,56962.25,56963.5,56964,56964.5,56964.5,56964.5,56965.25,56960.25,56960.75,56962.25,56964.5,56966.5,56966,56965.5,56964.25,56964.75,56966.25,56967.25,56967.25,56965.2,56971.9
56974.8,56975.8,56972.2,56969.8,56970.5,56973.75,56969.75,56970.25,56969,56969.5,56969.75,56970.75,56970.75,56971.5,56970.25,56971,56969.25,56968.5,56970.25,56970.5,56970,56971,56972.25,56972,56972.25,56971.9,56969.4
56969.2,56969.2,56971.5,56969.8,56967.2,56968.5,56968.5,56968.75,56969.5,56969.75,56969.75,56969.75,56970.25,56970.25,56969.75,56971.5,56972.25,56972.25,56971.75,56971,56971,56970.25,56969.75,56969.5,56970,56969.4,56967.9
56966.5,56967.2,56971.8,56971.8,56965.2,56966.25,56966.25,56966.25,56969.75,56968.5,56968.5,56968,56967.75,56967.75,56969,56971.75,56970.5,56969,56969.25,56969.25,56969,56969.5,56969.5,56969.75,56969.75,56967.9,56988.1
56990,56990,56987.2,56984.8,56988.2,56988.5,56989.75,56989.75,56988.5,56988.5,56988.5,56986.75,56987,56986.75,56988.25,56989.5,56989.25,56988.25,56989,56989,56989,56989,56988.75,56989,56988.75,56988.1,56997.5
56996.8,57000.8,56999.8,56997.5,56995.2,56996.75,56996,56999,56999,56998.25,56997.5,56995.5,56995.75,56995,56994.75,56995,56992.75,56995.25,56995,56995,56995.25,56995.25,56995,56994.5,56994.25,56997.5,56981.4
56984.2,56985,56983,56979.8,56979.2,56984.25,56980.5,56979.5,56980,56979.75,56977.25,56979,56979.25,56980.5,56981.5,56981.75,56981.5,56980,56980,56980.25,56979.75,56980.75,56980,56980,56982.25,56981.4,56953.2
56951.8,56953.2,56955.8,56955.2,56948.2,56951.75,56951,56952,56954.5,56955,56955.75,56957,56952.75,56952,56952,56951.25,56952.25,56950.5,56950,56950,56950.5,56951.75,56952.25,56951.25,56951.25,56953.2,56937.4
56937.2,56937.2,56938,56938.5,56939.8,56936.75,56936.75,56935.5,56935.75,56937.25,56937.75,56937.25,56936.25,56936.5,56937.5,56938.75,56937.75,56937.75,56937,56937,56936,56937,56937.5,56939.5,56939.25,56937.4,56942.4
56940.5,56943.5,56945,56942.5,56938,56940.5,56941.25,56943,56942,56943.25,56945,56943.5,56943.5,56944.75,56945.5,56943,56942.75,56943.5,56943.5,56943,56943,56943,56943.75,56943.75,56944,56942.4,56962.6
56960.5,56964.2,56964.8,56965,56964.5,56960.5,56960.25,56963,56961.25,56960.5,56962.75,56961.25,56961.75,56962,56960,56960.25,56960.25,56960.5,56960,56960,56960.5,56960.5,56960.75,56960.75,56960.5,56962.6,56981.9
56981.5,56985,56985.2,56979,56981.8,56981.75,56984.75,56984.25,56984.5,56980.25,56979.5,56979.5,56979.5,56980.25,56979.25,56981,56981,56981,56981,56981,56980,56979.75,56980.25,56980.75,56980.75,56981.9,56971
56969.8,56969.8,56973,56974.2,56968.8,56969.75,56970.25,56970.25,56971.25,56972.5,56973.25,56971.75,56970.75,56970.25,56970.75,56970.75,56970.75,56968.75,56968.75,56967.25,56967,56968.5,56968.5,56968.5,56967.75,56971,56958.6
56956.8,56959.5,56959.8,56963,56958.2,56957,56959.25,56958.25,56958.5,56959,56959.25,56957,56957.75,56957.5,56957.25,56957.5,56960,56959.25,56959.25,56958,56957.75,56957.75,56957.25,56957.25,56958.25,56958.6,56943.4
56939.2,56942.5,56945,56949.5,56943.2,56939.5,56942.5,56944.5,56943.5,56943,56943,56941.5,56945.25,56945.75,56944.5,56943.25,56944.25,56944.75,56944.5,56944,56943.75,56945,56944,56944,56945,56943.4,56945.7
56945.2,56945.5,56948.5,56946.5,56948.5,56945,56945,56943.75,56944.25,56945,56944.75,56944.5,56944.25,56944.25,56943.5,56943.25,56943.25,56942.75,56942.75,56942.75,56944.5,56945,56944.5,56943.5,56946,56945.7,56952.9
56953.8,56954.5,56955.2,56949.2,56953,56953.5,56952.5,56952.5,56953.25,56954.25,56952.25,56950.75,56950.25,56952,56951.5,56950.75,56950.5,56951.5,56950.75,56952.25,56951.75,56951,56951,56949.75,56949.25,56952.9,56981.1
56982,56982,56979,56981.5,56980.2,56982,56982.75,56981.75,56981.5,56981.5,56980,56980.75,56980.75,56980,56980,56979.5,56979.75,56978.75,56978,56977.5,56978,56978.75,56978.75,56978.75,56978.75,56981.1,56976.4
56977,56978.2,56976.8,56974.8,56970.8,56976.75,56976.75,56976.75,56975.75,56976.25,56977,56977.75,56977.75,56978.75,56976.25,56975.5,56974.5,56974.5,56975,56975,56975.5,56976,56975,56976.25,56976.75,56976.4,56977.2
56978.2,56979.2,56979.5,56974.8,56972.2,56978,56978,56977.5,56977.5,56977.25,56976,56977.25,56977.75,56977.5,56976.5,56976.25,56976,56975.75,56975.75,56975.75,56975.25,56976.25,56977,56976.25,56976.25,56977.2,56976.3
56978,56979.5,56978,56974.8,56972.2,56974.75,56976.5,56977.75,56978.25,56976.75,56976.5,56976.5,56974.25,56974.25,56974,56975,56974.75,56974.25,56974.25,56974.25,56974.5,56975,56973.5,56973.5,56974.25,56976.3,56951.8
56950.5,56952.2,56951.2,56954,56951.8,56950.5,56951,56950.25,56950.5,56950.75,56953,56953.75,56952.75,56953.25,56949.5,56950.75,56950.5,56950.75,56952,56951.5,56951.5,56951.25,56951.75,56952,56951.75,56951.8,56935.3
56935.8,56935.8,56936.8,56936.5,56928,56935.75,56937,56936.75,56936.5,56936.75,56936.25,56936.75,56936.75,56934.5,56935.5,56935.5,56936,56936,56939.25,56939.25,56939.75,56939.25,56938.75,56938.75,56938.75,56935.3,56952.1
56952,56952,56954.5,56948.8,56951.8,56951.75,56950.25,56954.5,56953.75,56953.75,56952,56951,56951,56950.75,56951.75,56951.75,56951.75,56951.25,56951,56950.75,56952,56951.5,56950.5,56950.25,56950.5,56952.1,56949.4
56947.2,56950.8,56950.2,56948.8,56948.8,56947.5,56948.75,56950.25,56950,56950.25,56950.25,56949.75,56951.25,56950.25,56950.75,56950.75,56950.5,56950.25,56949.25,56949.25,56949,56949.5,56950,56950.5,56951,56949.4,56982.8
56983.2,56983.2,56984.2,56982.5,56981.2,56983,56980.75,56984,56984,56983.5,56982.5,56983.25,56980.75,56980.25,56981.25,56981.25,56980.75,56979.5,56979.5,56979.5,56979,56978.75,56979,56977,56974.75,56982.8,56965.6
56965,56968,56965.5,56966.2,56964,56965.25,56968,56965.75,56966.25,56965.5,56964.75,56965.5,56965.25,56965.25,56965.25,56964.75,56964.75,56964.75,56963.25,56964,56964.5,56965,56964.75,56965.25,56964.25,56965.6,56942.1
56944.5,56945,56942.2,56945.2,56940.8,56942,56941.75,56940.75,56940.25,56940.25,56940.5,56940.25,56939.75,56940,56941.25,56940.5,56940.5,56940,56940.25,56940.25,56940.75,56940.75,56939.25,56939,56939.25,56942.1,56934.2
56931.5,56935.8,56938.8,56934.5,56935.5,56931.5,56933.75,56932.75,56931.75,56933,56933,56933.5,56935.5,56935.75,56936.25,56936.25,56936.25,56936,56935.5,56935.25,56935.25,56935,56935.25,56935.25,56934.75,56934.2,56937.1
56938.5,56938.8,56936.8,56938.8,56932.8,56938.25,56934.75,56934.75,56935,56935.75,56936.75,56937.5,56937,56939,56939.25,56938.75,56938.5,56938.5,56937.75,56938,56937.25,56938.75,56939.25,56939,56938.5,56937.1,56911.8
56910.2,56911.8,56910.5,56917,56911.8,56910.25,56909.25,56911.25,56910.5,56910.75,56912.25,56912.75,56914.25,56912,56912,56911.25,56910.25,56910,56909.25,56910.5,56908,56906.5,56908.25,56908.25,56913,56911.8,56895
56893.5,56894.2,56893.8,56898.5,56895.2,56893.5,56894,56893.75,56895,56895.25,56895.25,56896.25,56897.5,56896,56895.75,56895.25,56895,56895,56895,56894.25,56894.25,56895.75,56895.75,56896,56895.75,56895,56879.9
56881.8,56881.8,56883.5,56880.8,56875,56881.5,56879.75,56877.75,56877.25,56879.5,56880.25,56880,56878.75,56877.75,56877.75,56877.75,56876.75,56878,56876,56877.5,56877.5,56877.25,56877.25,56879.25,56882.75,56879.9,56866.8
56864.2,56865.2,56870.5,56866.5,56864.2,56864.5,56867,56868.5,56869.75,56869.5,56869.5,56867.75,56867.5,56866.5,56866.25,56866.25,56864.25,56865.5,56866.5,56867.5,56867.5,56868,56868,56867.75,56867.75,56866.8,56882
56885.8,56884.5,56884.2,56877,56876.5,56885.5,56882.5,56884.25,56885.25,56880.5,56880.25,56880.75,56880.75,56880.5,56880.5,56881.75,56881.75,56882.25,56882.25,56880.75,56880.75,56881,56880.5,56881.25,56881.5,56882,56857.5
56858.8,56858.5,56858,56858,56852,56858.75,56858.75,56857.5,56858,56858,56857.75,56857.5,56857.75,56857.75,56857.75,56860.25,56860.75,56859.5,56859.5,56859,56858.5,56861.75,56862,56861.25,56861,56857.5,56885.9
56887.8,56882.8,56885.2,56886.8,56892,56887.75,56885.25,56884.5,56884.5,56883.5,56883.5,56883.75,56884,56884.5,56887.5,56887.25,56887.25,56887.25,56889.25,56889,56890.75,56891.25,56891.75,56892.5,56892,56885.9,56898.6
56894.5,56901.8,56900.8,56901,56897.5,56894.5,56899.25,56899.25,56900.75,56900.25,56898.75,56898.25,56899.25,56898.5,56897.5,56897.25,56897,56895.25,56895.25,56895.25,56896,56896,56897,56897,56898,56898.6,56897.6
56897.5,56899,56898,56898,56897.5,56897.5,56897.5,56897.5,56896.75,56898,56897.25,56897.25,56895.5,56895.5,56895.75,56896.25,56896.25,56894.5,56893,56891,56891.5,56892.25,56893,56891,56889,56897.6,56902.4
56902.5,56905.5,56904.8,56902.8,56902,56902.75,56903.5,56903,56903.75,56902.25,56899.75,56899.5,56899.5,56899.5,56899.25,56900.25,56900,56900,56898.5,56898.75,56900,56900,56899.5,56901,56899,56902.4,56919
56917,56921.2,56921.5,56922.5,56924.5,56917,56915.75,56919,56921,56917.5,56915.5,56915.25,56914.75,56914.25,56914,56914,56914.25,56912.25,56911.75,56911.5,56911.25,56911.25,56910.5,56911.75,56909.5,56919,56913.5
56912.8,56912.2,56915.8,56915,56909.2,56913,56913.5,56913.75,56913.25,56915,56915,56914.5,56914.25,56913.5,56913.5,56913.25,56913.25,56911,56907.75,56907.5,56908,56908,56907.5,56907.5,56905.25,56913.5,56905.7
56900.2,56900.2,56908,56908.2,56909.2,56900.5,56905.25,56906,56907,56906.75,56906.75,56908.25,56909,56909.5,56909.75,56911,56908.75,56905.5,56905.75,56905.75,56905.5,56905,56904.75,56903.25,56903,56905.7,56907.3
56904.8,56907.2,56908,56907.8,56909,56905,56907.25,56908,56907.5,56908.25,56907.75,56907.75,56906.75,56906.75,56906.75,56906.75,56908.5,56907.5,56906,56905.25,56905.25,56905,56904.75,56903.25,56903,56907.3,56908.4
56904.5,56909.2,56909.8,56907.8,56909.2,56904.75,56909.25,56909.75,56910,56909.75,56909,56909.25,56910.25,56909.75,56909.75,56911,56909,56909.25,56909,56908.5,56907.25,56906.75,56906.75,56906.5,56905.5,56908.4,56913.6
56911.2,56913.8,56914.5,56916.5,56911,56911.25,56913.5,56913.5,56913.75,56914.25,56914.25,56914.75,56915.25,56914.75,56916.25,56916.25,56915.5,56915.5,56914.5,56914.75,56914.25,56914.5,56914,56915,56916.25,56913.6,56918.6
56918,56919.2,56918.8,56919.8,56918,56918,56916.75,56917,56917.5,56918,56918.25,56918.75,56919,56920,56920,56920,56919.25,56918,56918,56917.5,56917.25,56917.5,56917.25,56917.5,56918.5,56918.6,56899.1
56900.2,56902,56896.8,56899.2,56901,56900.25,56899.25,56896.75,56897.5,56898,56897.75,56898.25,56897.75,56898,56897.25,56897.25,56896.75,56896.75,56898.25,56898,56898.5,56898.5,56898.25,56898.75,56897.75,56899.1,56880.1
56880.2,56882.2,56883,56879.2,56875.2,56880.5,56882.25,56881,56882.25,56879.5,56879.75,56879.5,56879.75,56880.5,56880.25,56880,56880,56882.25,56882,56882,56883.5,56883.5,56883.75,56882,56881.5,56880.1,56879.9
56878.5,56883.2,56880.8,56877,56877,56878.75,56881.25,56881,56881.25,56880.75,56880.75,56881,56881.25,56880.5,56880.5,56879.75,56879.5,56878.75,56879.25,56881.25,56881.75,56882.25,56886.75,56886.75,56886.25,56879.9,56881.9
56882.2,56883.5,56881.5,56878.8,56881,56882.5,56885,56883.75,56882.75,56883,56883.25,56881.75,56879.5,56881.25,56881,56880,56880,56879,56879.5,56879,56879.75,56881,56881.75,56882.25,56883,56881.9,56880.6
56881.5,56883.5,56881.2,56878.2,56881,56881.5,56882.75,56881.25,56879,56878.75,56880,56878.75,56880.5,56880,56879,56879,56877.5,56878.25,56878,56878,56880.75,56881.75,56881.75,56881.5,56880.5,56880.6,56880.8
56883.2,56882.2,56877.2,56877,56881.8,56883.25,56882.5,56882,56881.5,56881.5,56880.75,56880.25,56879.75,56879,56878.5,56878.25,56880.75,56880,56880,56881,56879.25,56881.75,56881.75,56879.75,56882,56880.8,56874.1
56874.5,56874,56877.8,56873,56873.2,56874.25,56874,56873.75,56873,56873.5,56873,56873,56873.5,56874.25,56873.25,56873.25,56871.75,56871.25,56871.75,56871,56871,56871.25,56871.75,56872,56871.5,56874.1,56856.7
56856,56856.8,56857.2,56857,56854.8,56856,56856.5,56857,56857.25,56857.5,56858,56856.75,56857.25,56858,56858.5,56859,56857.5,56858.75,56857.5,56856.75,56855,56855,56855.75,56855.75,56855.75,56856.7,56849.1
56848,56846.5,56848.5,56852,56848.2,56848,56848.5,56848.75,56850.25,56849.75,56849.5,56850.25,56850.75,56851.25,56852.75,56852.75,56853.75,56855.25,56855.25,56854.75,56854.75,56854.5,56854,56854.25,56853.5,56849.1,56856.1
56857,56856.2,56857.8,56854.2,56851.8,56857,56856.25,56856.5,56854.75,56856,56857.5,56856.75,56857,56857.25,56857.25,56857.25,56857.5,56857.5,56857.5,56856.75,56856.5,56856.5,56856.75,56857,56857.75,56856.1,56890.5
56890.2,56890.2,56892.2,56893.2,56889,56890,56889.75,56889.75,56890.5,56890.75,56889,56890.5,56890.5,56889,56888.5,56889.75,56889.75,56889.75,56890,56889.75,56889,56889.25,56888.25,56887.75,56889,56890.5,56885.5
56883,56887.8,56887.8,56884,56879.8,56883.25,56885.75,56887.75,56887.75,56886.5,56887.5,56887.75,56887.75,56887.75,56886.75,56886.75,56887.75,56887.75,56887.25,56887.25,56888.25,56886.75,56886.75,56887.75,56887.5,56885.5,56883
56881.8,56884.2,56883.5,56883.5,56879.8,56881.75,56884,56883.5,56883.5,56883.25,56883.5,56883.5,56885.5,56885.5,56885.25,56884.75,56884.75,56886,56885,56882.75,56882.75,56883.25,56882.25,56881.5,56882.75,56883,56902.2
56903.5,56904.5,56903.2,56902,56901.2,56903.5,56903.25,56902,56901.5,56901.75,56899,56899.75,56899.75,56900.5,56900.25,56900,56899.25,56899.5,56900,56900.25,56901.25,56901.25,56900.25,56899.75,56900.5,56902.2,56903
56904.8,56903.8,56903.2,56903.5,56898,56904.5,56903.75,56903.75,56903.25,56904.75,56903.75,56902.75,56901,56901.25,56900.5,56901,56901.75,56901.75,56901.25,56901.25,56901.25,56902,56902,56903,56904.75,56903,56888.9
56889.2,56885.5,56886.2,56889.2,56888.8,56889.25,56888.25,56887,56889,56889.25,56889.25,56891.75,56892.75,56893,56892.75,56892.5,56891.75,56891,56892.25,56891.75,56892.75,56892.75,56893,56894.5,56894.75,56888.9,56887.8
56886,56889.2,56887.8,56890.5,56888,56886.25,56889.25,56887.75,56887,56887,56886.75,56888.5,56887.5,56887.25,56887.5,56887.25,56888,56888,56888,56888,56885.5,56885.5,56886.5,56886.5,56887.75,56887.8,56889
56884.5,56889.2,56888,56891,56895,56884.5,56885.25,56889.25,56888.25,56888,56889,56891.5,56890.75,56889.25,56889,56889,56889,56889,56889.25,56889.75,56887.75,56887,56888.25,56888.25,56887.5,56889,56893.5
56894,56894.8,56894,56893.5,56895,56894,56892,56892.75,56892.25,56892.5,56891.75,56892.25,56892.75,56892.5,56892.75,56892.25,56889.75,56889.25,56889.25,56889,56890.5,56890.5,56890.25,56891,56890.25,56893.5,56913.7
56913,56915.8,56915.2,56912.2,56911,56913,56913.5,56915,56915.25,56914.75,56912.5,56913.5,56913.25,56913.5,56911.75,56912,56911.75,56909.25,56909.5,56909.25,56909,56908.75,56909.25,56910.75,56910.25,56913.7,56905
56905.5,56904.5,56904.5,56901.8,56902,56905.5,56905.25,56905.25,56908.25,56908.5,56908,56906.25,56906.25,56906.25,56904,56903.75,56904.25,56904,56903.5,56903.5,56903.75,56903.75,56904,56903.75,56904,56905,56907.8
56904.2,56908,56908.5,56909.2,56905,56904.5,56908,56907.5,56908.5,56909.25,56910.25,56910.25,56911,56911.5,56912.25,56911.75,56911.75,56909.25,56909.75,56908.5,56908.25,56908.25,56908.75,56908.25,56908.25,56907.8,56913.2
56917.2,56911.5,56914,56910,56909,56917,56914,56914.5,56914.25,56914.5,56912.5,56912.5,56912.5,56911.5,56911.5,56909.75,56910.25,56910.75,56910.75,56909.5,56909.5,56909.75,56910.5,56911.25,56910.25,56913.2,56888.9
56891.2,56891.2,56888,56887.5,56880.2,56891.25,56891.25,56888.75,56888.75,56888.5,56891,56890,56890.75,56892,56890.25,56890.5,56890,56890.5,56890.5,56890.5,56891.25,56892.75,56892.5,56892.5,56892.75,56888.9,56891.5
56891.8,56891.8,56894,56891,56889,56891.75,56891.75,56890,56890.5,56891.5,56891,56891,56892.5,56893,56892.75,56894.5,56894.5,56893.75,56894,56894.5,56894.5,56895,56896,56897,56897,56891.5,56890.3
56891,56891,56890.2,56892,56889,56891,56888.75,56889.75,56890.25,56889.5,56889.5,56889.25,56890.5,56890.5,56891.25,56891.75,56891.75,56892.5,56892.75,56892.5,56892.75,56893.25,56893.5,56894,56895,56890.3,56880.2
56877,56881.5,56881,56881.5,56879.2,56877.25,56881.5,56882.5,56880.75,56880.5,56881.5,56881,56881,56881,56880.75,56881.75,56879.75,56880,56880.25,56880.75,56879.75,56880.75,56881.25,56882.75,56884.25,56880.2,56883
56881.8,56884.2,56884.2,56883.8,56881.8,56882,56883.5,56884,56883.25,56882.25,56883.5,56882,56884.25,56884.25,56885,56884.25,56884.25,56884.5,56882.5,56884,56887.5,56887.75,56886.5,56887,56887.25,56883,56858
56857.5,56860.8,56860.2,56857,56851.5,56857.75,56859.75,56860.25,56859.5,56858.75,56857.75,56857.75,56857.25,56858,56856.75,56857.75,56857.5,56857,56858,56858,56859.5,56859.75,56859.75,56859.75,56860.25,56858,56859.5
56857.5,56861.5,56861,56859.5,56855.8,56857.75,56859.75,56861,56860.25,56860,56859.5,56860.75,56860.25,56860,56859,56858.75,56858.5,56859,56858.25,56859,56858,56859.5,56860,56860,56860,56859.5,56856.2
56856.5,56857,56859.8,56858,56852.5,56856.75,56857,56856.75,56855.25,56855.5,56855.5,56855.25,56855.75,56854.25,56854,56853.75,56854.25,56854,56853.5,56854.25,56854.5,56854.5,56855.25,56856,56855.25,56856.2,56817
56818.8,56818.8,56816.8,56811,56809.2,56818.75,56819.5,56819,56819.25,56820,56819.75,56820,56817,56817.5,56817.5,56818.25,56820.25,56820.5,56820.75,56821,56819.25,56820.75,56820,56820.25,56819.75,56817,56819.7
56822.5,56822.5,56819.8,56816.2,56813.2,56822.5,56822.5,56821.75,56820.75,56820.25,56820.25,56819.75,56817.5,56818,56818,56820,56821.25,56821.25,56821,56820.25,56819.75,56818.75,56818.25,56819,56819.5,56819.7,56852.1
56856.2,56853,56848.5,56843.2,56844.8,56856.25,56855.25,56854.25,56852,56856.25,56854,56854,56852.75,56854,56854,56857,56857.25,56856,56855.75,56857,56858,56857.5,56857.75,56858,56859.25,56852.1,56857.4
56860.8,56860.8,56861.5,56853.5,56849,56860,56859.75,56858,56857.75,56858.25,56857.75,56857.5,56854.75,56855,56853,56853,56852.75,56852.5,56852.5,56851.5,56851,56851,56850.5,56850.75,56853.25,56857.4,56879.8
56882.8,56882.8,56880.2,56873.5,56875.2,56882.5,56882.25,56882.75,56881.5,56879.5,56882,56882,56878.25,56877.25,56877.25,56877.25,56877.25,56877.25,56877,56877,56876,56874.5,56875.25,56875.25,56875.25,56879.8,56873.6
56877,56877,56877,56869.5,56868.8,56876.75,56876.75,56875,56874.75,56873.5,56872.5,56871.25,56870.75,56870.25,56870,56872.25,56871.5,56872,56870.5,56870.75,56870.5,56870.5,56870.75,56870.5,56870.75,56873.6,56867.8
56871.2,56871.2,56867,56865.5,56862.5,56871,56866,56866,56868,56868.25,56867.25,56869,56866.5,56866,56865.5,56865.5,56866,56865.75,56864.25,56864.75,56864.25,56864,56863.5,56863.25,56863.25,56867.8,56851.3
56851.8,56851.8,56852,56851.5,56850.5,56851.75,56851.75,56852,56851.25,56851.5,56851.25,56849.75,56850,56851,56847.75,56848,56846.75,56846.75,56847,56846.25,56846,56847.75,56846,56843.75,56844.5,56851.3,56827.7
56829,56829,56829.2,56824.2,56818.5,56829,56829,56828,56825.75,56829.25,56829.5,56830.75,56830,56830.25,56829.75,56829.5,56829.5,56832.5,56832.25,56832.25,56832.25,56831.75,56831.25,56830,56830.75,56827.7,56829.8
56829,56829,56829.2,56824.2,56818.5,56834.25,56831.5,56832.5,56834.25,56834.25,56833.25,56833.5,56833.25,56833,56835.75,56835.75,56836,56835.5,56835.25,56836.25,56836,56836,56835.25,56836.75,56836.75,56829.8,56823.4
56827.2,56827.2,56827,56817.2,56815,56827,56826.25,56826.75,56820.75,56821.75,56822.5,56822.25,56821.75,56822.25,56821.5,56821.5,56821.25,56822,56823.5,56823.75,56823.75,56823.5,56823.5,56824.75,56824.75,56823.4,56820.2
56820,56820,56824.2,56817.5,56813.8,56819.75,56819.5,56822.5,56822.25,56822.25,56821.75,56822.25,56821.25,56819.75,56818.75,56819,56819,56819.25,56820.25,56820.25,56820.25,56819.75,56819.5,56821,56821.25,56820.2,56819.6
56820.2,56819.8,56826,56817.5,56813.8,56820.25,56820.25,56820,56820,56820.75,56820.75,56819.75,56819,56818.5,56818.5,56818.5,56818,56818.5,56819.25,56819.75,56819.75,56819.25,56820.75,56821,56821,56819.6,56817.5
56816.8,56816.8,56820.8,56814.8,56812.5,56817,56817.5,56818,56820.25,56820,56820.25,56820.75,56818,56818,56816.25,56816.75,56816.75,56818.75,56818.5,56819,56818.75,56819.25,56819.75,56819.75,56819.5,56817.5,56816.6
56817.2,56817,56818.8,56813.5,56812.5,56817,56817,56817.5,56818.75,56818.75,56818.75,56818.25,56815.5,56815,56814.5,56814.5,56814.25,56814,56814,56814.75,56814.25,56815.75,56814.75,56815.25,56815.25,56816.6,56804.1
56802,56802,56805.8,56803,56800.2,56806.25,56802.25,56805.25,56805.75,56806.25,56806.25,56805.75,56805.25,56804.75,56804,56808.5,56808.75,56808.25,56807,56807,56806.75,56806.75,56807.25,56807.25,56810.5,56804.1,56805.1
56807,56807,56806.2,56802.5,56800.2,56809,56807,56806.25,56805,56805,56805,56804.5,56803.75,56803,56803.5,56806.25,56807,56806.5,56806.5,56806,56805.75,56806.25,56806.5,56806.5,56806.75,56805.1,56792.3
56792.2,56792.2,56792.8,56789.8,56788,56795.75,56795.25,56793.5,56793.25,56791,56790.75,56794.75,56794,56793.25,56793.5,56793.5,56793.75,56793.75,56793,56793,56797,56796.5,56798,56798.75,56799.75,56792.3,56797.4
56799.5,56799.5,56796,56793.8,56790,56799.25,56797.75,56798,56797.5,56799,56798.75,56799.75,56799.25,56799,56800.5,56798.25,56798.5,56798.5,56799,56802,56801.75,56802,56802,56801.5,56801.5,56797.4,56795.3
56797.2,56797.2,56795.8,56790.8,56786.8,56797,56796.75,56796.75,56796.5,56798,56798,56797.5,56797.5,56795.5,56795.5,56795.25,56796.75,56796.5,56796.5,56794.75,56795.25,56795.25,56798.25,56798.5,56801,56795.3,56782.9
56783.5,56783,56784.5,56781,56779,56783.25,56783,56784.25,56784.25,56785,56784.25,56783.5,56783.75,56782,56782.75,56782.75,56782.75,56783,56783,56782.25,56782,56782.75,56782.5,56782.5,56782.5,56782.9,56806.4
56809.5,56806.8,56807,56803,56806.5,56809.5,56808,56807,56807.75,56806,56804.75,56804.25,56803.5,56804.25,56803.75,56805,56805,56806,56805.5,56805.25,56805.75,56805.5,56805,56809,56809,56806.4,56798.4
56799.8,56800.5,56800.5,56796.8,56795.2,56799.5,56799,56799.25,56798,56798,56798.5,56797,56797.5,56797.25,56796.75,56796.25,56795.75,56796.5,56796.75,56797.25,56799.25,56799.5,56800,56797,56797,56798.4,56798.9
