"1000","3000","10000","30000","100000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
56615.5,56615.8,56616,56619.2,56616.2,56615.5,56614.25,56614,56613.75,56614.75,56614.75,56614.5,56617,56616.5,56616.5,56616.75,56620.5,56620.25,56620,56619.5,56619.5,56620,56620,56617.25,56617.25,56615.8,56598.3
56598.8,56596.8,56597.2,56598.5,56598.8,56599,56599,56598,56598.25,56597.75,56600,56599.5,56598.75,56598.75,56599,56599.75,56599.75,56599.75,56599.75,56600,56600.5,56601.25,56601.75,56600.25,56600.25,56598.3,56601.1
56603,56602.8,56600,56600.2,56599.8,56603,56602.5,56599.5,56599.75,56601.25,56600,56600,56600.5,56601.25,56601.25,56601.5,56601,56601.75,56601.75,56601.5,56602.25,56601.75,56602.25,56601,56602.75,56601.1,56602.3
56604.2,56604.5,56601,56602,56600.5,56604.25,56604.25,56600,56600.75,56602,56602,56602,56602,56602.75,56602.5,56602.5,56602,56602.5,56602.5,56602.25,56602.75,56603,56601.75,56603.5,56604.5,56602.3,56595.1
56592,56592,56594.8,56595.5,56595.2,56592.25,56593,56596,56598.25,56597.75,56597.5,56598,56598.25,56597.25,56598.75,56598,56597.75,56599.25,56598.5,56598.5,56597.75,56598,56598,56598.5,56599.5,56595.1,56601.6
56603,56600.8,56601.2,56600,56600.5,56603,56600.75,56602.25,56602.75,56602.25,56601.25,56601,56601,56602.25,56601.25,56602.75,56603.5,56604,56603.75,56604.25,56605,56605.25,56606,56607.25,56607.5,56601.6,56599.8
56597.5,56600,56599.8,56601,56600.5,56597.75,56601,56600.25,56601.25,56601,56601,56600.25,56600.5,56600.5,56600.75,56600.75,56600.75,56602.25,56601,56601.5,56602,56602.25,56602,56602.25,56602.75,56599.8,56598
56597.5,56598.8,56599.5,56598,56598.5,56597.25,56596.5,56598.25,56596.25,56597.75,56597.75,56597.75,56597.75,56596.25,56597.75,56597.5,56597.5,56599,56599.75,56600,56599.75,56599.5,56600.5,56601,56602.25,56598,56599.1
56597.5,56599,56600,56599.8,56598.5,56597.75,56599.25,56599,56600,56601,56598.25,56599.5,56598.25,56598.75,56599.5,56598,56598,56597.75,56599.25,56600,56600.75,56602,56602,56601.25,56602.5,56599.1,56626.8
56626,56627.8,56625.5,56623.2,56626.8,56627.75,56628.5,56629.5,56628.5,56626.75,56627.75,56627.75,56627.75,56627.5,56626.75,56627.25,56627.25,56626.5,56628,56627.75,56628,56627.75,56627,56627,56627.25,56626.8,56616.9
56614.8,56614.8,56617.2,56617,56618.8,56614.75,56616,56617.25,56618,56619,56617.25,56617.25,56618.5,56618.5,56618.25,56618.25,56618.25,56617.75,56619.25,56619.75,56620.75,56620.75,56620.5,56619,56619.25,56616.9,56617.8
56616.2,56616.5,56617.8,56617,56619.2,56616.5,56617.75,56618,56619.5,56619.5,56619,56617.25,56619.5,56619.5,56619.5,56619,56621.25,56620.5,56620.75,56620.75,56621.25,56621.25,56621,56620.75,56620.75,56617.8,56619.3
56617.5,56619.2,56617,56618.8,56619,56617.5,56619,56619.25,56623.25,56622.75,56622.5,56622,56620,56620.25,56621.5,56623.5,56624,56623.5,56624,56624,56625.5,56625.75,56626.25,56626,56626.5,56619.3,56634.3
56631.8,56634.2,56631.8,56634.2,56636.8,56632,56634.25,56633.75,56632.5,56636.75,56637.5,56636,56636,56636.25,56635.75,56635.25,56634.5,56634.75,56634,56633,56633,56632.5,56632.5,56632.75,56632.5,56634.3,56629.6
56628.5,56630,56627.8,56627.2,56631.8,56628.75,56631,56630.5,56630,56629.75,56630.75,56631,56631.5,56631.25,56631.25,56631.5,56630.25,56630.5,56630,56631,56630.5,56630.5,56630.75,56631,56631,56629.6,56613.8
56610.2,56613.2,56614.2,56615.8,56614.8,56610.5,56613.25,56614.25,56614.25,56614.75,56614.25,56613,56617,56617,56617,56617,56617.25,56617.25,56618.5,56618.25,56618.25,56619.5,56619.5,56619.25,56618.75,56613.8,56617.6
56615.8,56614.5,56615.8,56620.2,56620.5,56616,56617.75,56616.25,56617.25,56617.25,56619.5,56619.5,56620,56620.25,56620,56620.25,56619.5,56621.5,56622.5,56622.5,56621.5,56622,56622.25,56622.5,56622.5,56617.6,56629.5
56631.5,56631.5,56629.5,56622.8,56630.5,56631.5,56631,56630.25,56628,56630.25,56630.5,56628.5,56628.75,56628.75,56629.5,56629.5,56629,56628.75,56629.75,56629.75,56629.75,56629.5,56630.75,56631.25,56631.25,56629.5,56648
56647,56647,56643.5,56648.5,56651.8,56647,56646.5,56647.25,56648.5,56648.75,56649.5,56649.75,56650.5,56649.5,56649.5,56650.25,56650.75,56650.75,56650.75,56650.75,56651,56651,56652.5,56649.75,56651,56648,56648.8
56649.5,56648.2,56646,56648,56651.5,56649.25,56648.25,56647,56648.25,56648.5,56649.75,56650,56650,56650,56650.5,56650.25,56649.5,56649.25,56649,56650.75,56650.5,56651,56650,56649.75,56650.75,56648.8,56649.3
56649.5,56649.5,56645.8,56649.2,56651.5,56649.25,56646.5,56647.5,56649.25,56649.5,56651,56650.25,56650.75,56650.75,56650.75,56650.75,56649.5,56651,56651,56651,56651,56650,56651.5,56651.5,56648,56649.3,56649.8
56649.5,56649.5,56647.8,56650,56652.8,56649.25,56646.75,56648.25,56648.25,56649.75,56649.5,56650.75,56650.25,56650.75,56650.75,56651.25,56651.25,56651,56651,56651,56651,56650,56651.5,56647.75,56647,56649.8,56654.8
56655,56655,56654.8,56653,56655,56655,56655.5,56654.75,56655,56655.75,56655,56655,56654,56654.25,56654,56653.5,56653.75,56654,56656.25,56656.25,56656.25,56654.5,56654.75,56653.75,56653,56654.8,56659
56658.8,56658.8,56657,56658,56659.2,56658.5,56657.75,56660.75,56660.25,56659.5,56658.75,56659.25,56659.5,56659.75,56658.25,56659.5,56659.75,56660,56659.25,56659,56659,56659,56660.25,56660.25,56659.75,56659,56657.3
56656,56657.8,56656.2,56657.8,56658,56656.25,56657.75,56659.75,56660.25,56659,56658.5,56656.75,56656.5,56655.75,56655.5,56655.5,56655.25,56657.75,56658.25,56658.25,56658,56658,56658,56657.75,56657.75,56657.3,56672.7
56671.5,56676.2,56672.5,56672,56674.5,56671.5,56670.5,56672.5,56671.25,56671.5,56671.5,56671.75,56672.25,56673.25,56672.25,56672.5,56672,56672.75,56674,56673.5,56673.75,56673.75,56673.75,56675.5,56672.5,56672.7,56658.9
56658,56657.8,56660.2,56662,56660.2,56658,56660,56658.5,56659,56657.75,56657.25,56657.5,56657.5,56659,56659,56659.5,56662,56661.5,56661.5,56661.25,56661.25,56663.25,56663,56661.5,56661.5,56658.9,56641.8
56641.8,56639.8,56639.5,56646.5,56645,56641.75,56640.5,56642,56640,56640,56640.25,56638.5,56643,56643,56643.75,56642.75,56642.75,56643,56643.25,56643.75,56644,56643.25,56643.25,56642.75,56643.25,56641.8,56635.8
56636,56634.2,56633.2,56633.8,56637.2,56636,56635.5,56636,56635.75,56636.25,56636,56637.5,56637.5,56637.75,56637.75,56636.25,56637,56637.75,56637.75,56638.5,56638.5,56638,56639,56638.75,56638.75,56635.8,56635.1
56635,56633.2,56633.2,56633.8,56637.5,56635.25,56636.25,56636,56633.5,56635,56634.75,56634.75,56636.75,56637.5,56637.75,56636.25,56638.25,56638.75,56638.5,56638.5,56639.5,56639.5,56639.5,56640.5,56640.25,56635.1,56634.9
56636.8,56633.2,56633.2,56634.2,56637.2,56636.75,56635.75,56634.5,56633.75,56635,56634.25,56633.75,56634,56634,56634.25,56635,56634.75,56635,56634.75,56635.25,56635,56635.5,56636.5,56636.75,56638.25,56634.9,56635.5
56636,56635.2,56636,56634.2,56636.5,56636,56635.25,56636,56637,56634.25,56634.75,56634.25,56634.25,56636.25,56634.5,56634.75,56635.5,56635.25,56636.5,56636.5,56635.75,56635.75,56636.25,56636.25,56637.5,56635.5,56637.6
56636.2,56638.5,56638.8,56639.2,56636,56636.5,56638.5,56639.5,56638.75,56637.75,56638.25,56637,56636.5,56636,56637,56637.5,56638,56637.5,56637.75,56638,56637.75,56638.5,56638.5,56639.5,56639.5,56637.6,56636.3
56637,56637,56636.8,56637.2,56636,56637,56637,56637.25,56636.75,56635,56636.5,56635,56634.75,56634.75,56635.25,56635.25,56634.5,56635,56635,56635,56637,56636.75,56637,56637,56636.75,56636.3,56636.3
56637,56638.2,56636.8,56635.8,56632.8,56637.25,56638.25,56638.5,56638,56637,56637.5,56635,56634.75,56634.75,56635.25,56635.25,56636,56636.5,56638,56638.25,56637.5,56637.25,56638,56637.5,56638.25,56636.3,56618.1
56617.2,56614.8,56613,56621.5,56620.8,56617.5,56619.75,56617.75,56616.25,56616.25,56616.25,56620.75,56621.25,56621,56620.75,56620.5,56620,56621.25,56621.5,56621.25,56622.5,56623.5,56624,56623.25,56627.25,56618.1,56615.7
56615.8,56612.5,56612.5,56619.5,56617.8,56616,56616,56614,56614.5,56614.75,56614.5,56617,56617.5,56617.5,56618.25,56618.25,56618.5,56618,56620,56619,56618.5,56618,56619,56619.5,56621.5,56615.7,56632.1
56634,56635,56631.2,56628.5,56631.5,56634,56633.25,56633.5,56631.5,56630,56629.5,56629.75,56631.25,56633.25,56633.25,56633.25,56633.75,56633.75,56634.25,56634.25,56634,56633.75,56632.25,56631.75,56631.75,56632.1,56643.1
56646.2,56643.2,56640.5,56641.8,56644,56646,56642.75,56643.25,56642,56642,56642,56642.25,56643,56641.75,56641.75,56640.25,56641,56640.75,56639,56639,56640.5,56641.25,56641,56639.75,56640,56643.1,56646.6
56648.2,56648.2,56646.8,56642.2,56646.2,56648,56647.5,56647.25,56646,56646.25,56647,56646.25,56646.75,56646,56644.75,56645.75,56645.75,56645.75,56645.75,56643.5,56644.25,56643.5,56642.25,56641.75,56642,56646.6,56646.9
56648.5,56648.5,56644.2,56644.5,56650.5,56648.25,56647.5,56645.5,56645.25,56644.75,56647.25,56647.75,56647.25,56646.5,56645,56646.25,56646.25,56646.25,56646.5,56645.25,56646,56645.75,56646,56642.75,56646.75,56646.9,56647.3
56648.5,56648.5,56644.2,56644.5,56650.5,56648.5,56648,56646.5,56645.5,56646,56648.5,56649,56648.75,56647.25,56648.25,56646.75,56646.75,56647,56647.5,56647.75,56646,56645.75,56646.25,56650.5,56648.25,56647.3,56653.9
56656.5,56654,56652.8,56653.2,56655.2,56655.5,56653.75,56652.75,56651.75,56652.25,56654,56654,56653.5,56652.25,56651.5,56651.5,56651.5,56651.5,56651.5,56651.75,56651.75,56651.25,56651.5,56651.5,56650.25,56653.9,56679.1
56681,56680.8,56679,56678,56682,56680.75,56680.75,56679,56678.5,56677.25,56677.5,56677.75,56676,56675.75,56676,56676.25,56677.5,56676.25,56676.5,56676.75,56674.75,56674.75,56673.75,56675,56675,56679.1,56711.2
56706.5,56715,56715,56715.8,56721.8,56706.5,56708.5,56708.5,56709.5,56708.25,56707.5,56707.75,56706.25,56706.5,56708,56707.75,56707.25,56704,56703.75,56702.25,56701.5,56702.75,56704.75,56705.75,56708,56711.2,56695.8
56692.8,56692.2,56697.8,56697.5,56700.2,56693,56694,56694.25,56694.5,56696.5,56697.25,56697.25,56697,56696,56695,56695.25,56695.25,56695.5,56696.25,56695.5,56695.25,56695.5,56696,56694.75,56693.5,56695.8,56714.4
56714.2,56715.5,56714.2,56716.2,56717.5,56714.25,56714.5,56714.25,56714.25,56712.75,56713.5,56713.5,56713,56711.5,56711.75,56711.5,56711.25,56710.75,56710.5,56710.5,56708.5,56707.5,56707.5,56708.5,56704,56714.4,56711.3
56710,56710.2,56713.2,56711.2,56712.5,56710.25,56712.75,56713,56712,56711,56710.5,56711.25,56711.25,56710.5,56710.25,56708.5,56711,56711.5,56711.5,56711.25,56710.5,56711,56710.5,56710.25,56710.75,56711.3,56724.3
56725.2,56722.2,56722,56720.8,56727,56725.25,56725,56723.75,56726,56724.5,56725,56725.25,56725.25,56726.75,56726.25,56726,56726.25,56726.5,56726,56725.75,56725.75,56725.75,56725.5,56724.25,56724.5,56724.3,56721.4
56720.2,56723.8,56719,56720,56725.5,56720.25,56722.75,56720.75,56720.75,56720,56721.5,56722.25,56722.75,56722.75,56722.75,56723.5,56723.5,56723.75,56723.75,56723.75,56722.5,56722.5,56720.75,56720.5,56720,56721.4,56720.2
56719.2,56719.2,56719,56719.2,56725.5,56719.25,56720,56719.25,56718.75,56717.75,56719.25,56721.75,56721.25,56721.25,56721.25,56721.75,56722.25,56722,56721.25,56721.75,56719.25,56719,56718.75,56719,56719,56720.2,56712.8
56713.8,56714,56714.8,56714.5,56712.5,56713.75,56711,56710.75,56710.75,56709.75,56709.5,56712,56712.25,56711.75,56712,56712.75,56713.25,56714.5,56714,56712.75,56714,56713.5,56713,56713.5,56713.5,56712.8,56682.7
56681.2,56681.5,56681.2,56686.5,56683.5,56681.5,56681.5,56681.25,56682,56683,56682,56682.75,56682.75,56684,56684.5,56684.5,56685.75,56686.5,56686.75,56686.5,56686.75,56689.25,56688.5,56689,56689,56682.7,56658.9
56658,56658,56660.2,56660.5,56658.5,56658,56656.75,56658.5,56658.5,56658,56657.25,56658,56661.25,56660.75,56660.25,56659,56659.25,56661,56661,56660.75,56664.5,56664.5,56664.5,56662.75,56662.75,56658.9,56666.1
56666.2,56665.2,56662,56667.5,56669.2,56666.5,56667.75,56665.5,56663.75,56663.5,56663.75,56667,56667,56667.75,56668,56669,56669,56672,56672,56670.75,56670.25,56671.5,56672.25,56672,56673.75,56666.1,56664.5
56664.8,56661.5,56663.2,56666,56666.2,56665,56665,56663.25,56663.5,56664.25,56666,56666,56665.75,56665,56665.5,56665.75,56665.75,56664.5,56664.75,56666.25,56669.5,56669.75,56672.5,56673.25,56673.25,56664.5,56661.5
56659.8,56659.2,56661.5,56665.5,56660.8,56661.75,56661,56662.75,56661.5,56661.25,56662,56661,56662.5,56661.5,56661.5,56661.5,56661,56662.25,56662.75,56662.25,56662.5,56666.75,56666.75,56667.25,56669.25,56661.5,56648.1
56645,56645.2,56646.2,56650.5,56656.2,56645,56644.5,56644.75,56646.5,56648.25,56649,56649,56651.75,56650.25,56649.75,56650.5,56649,56649.25,56649.25,56649.25,56647.5,56647.75,56647.75,56648,56650,56648.1,56642.1
56639.5,56642,56642,56643.5,56640.2,56639.75,56644.75,56642.25,56644.25,56644,56643.5,56643.25,56643.25,56644.25,56643.5,56643.75,56644,56645.25,56645.25,56645.75,56646,56645.5,56648.25,56646.5,56647,56642.1,56641.9
56639.8,56638.8,56641.8,56643.5,56643,56640,56641,56641.75,56641.75,56642.25,56641.5,56643.25,56643.5,56644.75,56645.25,56645.75,56643.75,56643.75,56643.25,56645.75,56645.75,56646,56645.5,56648,56647.75,56641.9,56665.6
56665,56665,56662.5,56664.5,56672,56665,56665.25,56667.75,56668.5,56666.5,56665,56663,56665.25,56665,56666,56667.5,56669.75,56670.25,56671,56672,56671.25,56672.75,56673.25,56673,56669.75,56665.6,56698
56702,56701.2,56697,56698.5,56699.8,56702,56702,56697,56696.25,56694.25,56694.75,56694.75,56694.5,56693.25,56693,56693.25,56693.25,56692,56691.25,56691.75,56691.5,56691,56690,56691,56692.5,56698,56697.7
56697.5,56697.5,56699.8,56695,56698.8,56697.75,56698.25,56699.75,56698.5,56698,56696.75,56696,56696.5,56697,56696,56696,56694.5,56694.5,56694.75,56695.75,56696,56696.25,56696.75,56696.75,56695.25,56697.7,56702.2
56700.8,56700,56701,56703.2,56704.5,56700.75,56701,56702.25,56703,56703,56703,56703.25,56703.25,56703,56700.5,56701.75,56701.75,56701.75,56702,56702.5,56702,56702.25,56701.5,56701.5,56703.75,56702.2,56677.3
56676.8,56676.2,56675,56671,56677.2,56677,56679.5,56679.5,56679.75,56680,56680.5,56679.75,56679.75,56680.5,56680.5,56680.5,56680.75,56681.25,56681,56682,56683,56684.25,56683,56684,56682.75,56677.3,56668.6
56664.8,56664.8,56664.5,56672.8,56677.5,56664.75,56664.75,56664.75,56668,56668.5,56669.5,56671,56673,56672.75,56673.75,56674,56674.25,56674.25,56674,56674.75,56674,56673.75,56674,56675.25,56675.25,56668.6,56715.8
56718,56718,56718,56723.5,56731,56718,56720.5,56717,56712.5,56707.25,56706,56704.5,56701.5,56702.5,56703.5,56703,56701.75,56701.5,56701.75,56701,56701.25,56704.25,56704.5,56703.25,56703,56715.8,56712.2
56711.8,56712.5,56709.8,56711,56711.5,56712,56712.5,56715,56713.25,56713.25,56712.75,56712,56713.75,56713.25,56713.5,56714.25,56714,56714,56713.75,56713.5,56713.75,56714.25,56715,56715,56714.25,56712.2,56693.2
56694.5,56694.5,56695.5,56695.5,56699,56694.25,56689.75,56689,56689.5,56689.5,56687.5,56691.5,56689,56688.75,56688.5,56689.25,56690,56690.5,56690.5,56690.5,56690.5,56690.5,56690.25,56689,56690,56693.2,56669.5
56670.5,56671.8,56671.8,56672.8,56665.5,56671,56671.75,56670.5,56669,56670.5,56667.75,56665.25,56665.25,56665.5,56665,56664.75,56664.25,56662.5,56662.5,56663.5,56663,56663,56661.75,56663.25,56665.5,56669.5,56658.7
56658.8,56655.8,56657.2,56663.2,56664.5,56658.75,56655.75,56655.75,56656.75,56656,56659.75,56658.75,56658.5,56658.5,56658.5,56658.25,56658.25,56659,56659.25,56658.5,56658.75,56658.25,56657,56657.25,56657,56658.7,56661.3
56659.2,56659.2,56662,56657.8,56663.5,56659.5,56660.75,56662.5,56663.25,56664.5,56661.75,56661.75,56661.75,56663,56662.5,56663.25,56663.5,56663.25,56664.25,56664.5,56665,56665.75,56666.75,56666.5,56666.75,56661.3,56672.3
56674.2,56673.5,56672,56666,56669,56674.25,56674.75,56674.25,56672.75,56674,56675,56673,56672.25,56672.5,56674.25,56674.25,56673.25,56673.75,56674,56673.75,56674.25,56674.5,56674.75,56674,56674.5,56672.3,56682
56677.5,56677.5,56684.5,56684.8,56685,56681,56679.75,56682.75,56681.75,56681.75,56683.25,56683.25,56682.5,56681.75,56681.75,56680.75,56681,56682.25,56682.25,56681.25,56683,56683,56683,56683,56683.25,56682,56662.6
56661.8,56661.8,56661,56658.8,56658.2,56662,56662.25,56662,56664.75,56665.5,56666.5,56666.5,56667.25,56668.5,56668.75,56668.25,56667.5,56667.25,56667.25,56667.25,56667.25,56667.5,56667.5,56668.25,56669,56662.6,56665
56661.8,56665,56665.2,56665.2,56664.2,56662,56665,56665.25,56665.25,56667,56667.5,56667,56667.25,56667.5,56666.75,56667.25,56666.75,56667,56667.75,56667.75,56667.5,56668.5,56668.5,56669.25,56670.25,56665,56668.3
56669,56669,56666.5,56665.2,56665,56669.25,56669.25,56668.75,56668.25,56669.5,56669,56670.75,56669.75,56670.25,56672.25,56672.25,56672,56671.75,56673.75,56673.25,56672.75,56672.75,56674.25,56674.75,56674.5,56668.3,56658.8
56655.2,56655.2,56660.5,56665.2,56660.5,56655.25,56659.5,56658.5,56659.75,56659.75,56658.75,56658.5,56659.25,56659,56658.5,56658,56659,56659.75,56659.25,56658.75,56659.75,56659.75,56659.5,56659.5,56660.75,56658.8,56640.5
56639,56638.2,56639.8,56641,56639,56639.25,56639.25,56640.5,56641,56641.5,56641.25,56641.75,56644,56645,56644.5,56645,56645.5,56646,56644.75,56644.75,56644.25,56646,56645.25,56645.25,56648,56640.5,56603
56601,56603,56602.8,56603.8,56601,56601,56602.5,56602.5,56604,56603.75,56605.5,56606.25,56605.25,56605,56604.75,56605.25,56606.25,56607,56606.75,56605.75,56606,56606.75,56606.25,56606.25,56606.25,56603,56616.6
56616,56616,56618.8,56619,56623.5,56616,56614.5,56611.75,56613,56615,56615,56613.75,56614.5,56616.5,56618,56618,56618,56618,56617.5,56618,56617,56616.75,56615.25,56615.25,56619.25,56616.6,56615.9
56616,56616,56614,56615.2,56622.8,56616,56615,56615,56613.25,56613.75,56615,56615,56614.5,56615.5,56618.25,56618.25,56618,56618.5,56618.5,56618.5,56619.25,56619,56617,56617,56617,56615.9,56616.4
56615.8,56616.2,56616.2,56617.2,56623,56615.5,56615.5,56612.5,56614,56615.25,56615.25,56615.25,56616.75,56616.75,56615.5,56618.75,56618.75,56619.5,56619.25,56619,56619.5,56619.75,56620,56619.5,56617.5,56616.4,56611.3
56612.5,56612.5,56609,56609,56606.8,56612.5,56612.25,56612.5,56611,56612.5,56612.75,56612.75,56612.75,56612.75,56614,56614.25,56614.25,56614.75,56616.25,56616.25,56615.75,56615.5,56613.75,56612,56612,56611.3,56591.5
56590,56590,56591.8,56592.5,56589.5,56590,56592,56592.5,56591.5,56591.5,56592.5,56593.75,56593.75,56593.75,56594,56595,56594.75,56594.25,56594.5,56594.5,56594,56594.25,56594.75,56595.25,56600,56591.5,56589.9
56587.5,56589.2,56589,56590.5,56589.2,56588.5,56589.25,56589.5,56590.25,56590.25,56590.5,56591.5,56592.5,56593.25,56593.25,56593.75,56595.75,56595.25,56595.25,56594.5,56594.5,56594.5,56594.25,56594.75,56593.25,56589.9,56585.9
56584.5,56584.5,56587.5,56586.5,56584.5,56584.5,56585.25,56585,56585.25,56585.25,56586.5,56588.5,56588.5,56588.5,56589,56589.25,56589.75,56590.5,56590.75,56591.5,56591.25,56590.25,56591.25,56591.25,56590.75,56585.9,56586.4
56582.5,56587.5,56587.5,56587,56584.5,56582.5,56585.25,56587,56587,56588.25,56588,56587.5,56588.75,56589.5,56588,56588.5,56588.5,56588.25,56588.5,56591,56592.25,56592.25,56593.25,56591.75,56592,56586.4,56599.1
56598.2,56597.2,56595.8,56599.5,56601.2,56598.25,56598.25,56600,56601,56601.5,56601.75,56599.75,56600,56599.75,56600,56600,56600.5,56600.5,56601.75,56602,56601.75,56602,56601.75,56602,56606.5,56599.1,56571.4
56567.2,56565.2,56572,56572,56579.2,56569.25,56568.25,56572,56571,56570.75,56570.25,56571.75,56574.25,56574.5,56575.5,56578.5,56578.75,56578.75,56579.25,56580.75,56580,56581.25,56580.75,56581,56579.5,56571.4,56587.7
56588.2,56589.2,56588.2,56585.8,56586.8,56588,56587.5,56587.25,56588,56589.5,56588.25,56587,56586.75,56586.75,56589.5,56590,56590.75,56590.5,56589.75,56589.5,56589.5,56589.25,56590,56592.25,56592.5,56587.7,56577.3
56576.5,56574.2,56575.5,56579.8,56579,56576.5,56577.25,56576,56576.75,56577.5,56579.5,56579.5,56579.25,56578.5,56579,56580.5,56580.5,56580.75,56580.75,56582,56582,56582.25,56583.25,56583,56584.25,56577.3,56602.4
56602,56604,56601.2,56602.2,56602,56601.75,56601.5,56602,56604.25,56603.5,56602.75,56602.75,56602.5,56603,56603.75,56603.25,56603.5,56602.5,56602.25,56603.5,56603,56602.75,56603,56603,56603.75,56602.4,56603.4
56601.8,56607,56605.5,56602.2,56603,56601.5,56601,56604,56602.25,56603,56602.5,56602.25,56603,56603.25,56602.75,56603,56602.5,56602.5,56601.25,56602.5,56602.5,56602.25,56602.75,56602,56603,56603.4,56614.6
56613.2,56613.2,56613,56617.2,56618.5,56613.25,56609,56613,56614.25,56614.5,56614.75,56615,56615.5,56614.75,56614.75,56615,56614.75,56612.75,56612,56612.5,56609.75,56609.25,56609.5,56608.75,56609.25,56614.6,56605.9
56603.8,56604,56608.5,56603.2,56604.5,56603.75,56603.5,56607.5,56606.75,56606.5,56607.75,56608.75,56606.75,56608,56608.75,56609.75,56610,56609.75,56610,56610,56610,56611,56612.75,56613.5,56613.75,56605.9,56606.9
56608,56608,56606,56603,56603.2,56607.75,56607.25,56608.25,56608,56608,56608.25,56608,56608,56608.75,56607.5,56608,56609,56609,56609.75,56610,56610,56609.75,56609.75,56610,56610.5,56606.9,56596.1
56594.5,56597.2,56597.8,56599.5,56597.2,56594.25,56593.25,56594.75,56594.75,56595.5,56593.75,56594.75,56594.25,56595.5,56595.25,56595,56595.75,56597,56597.25,56597,56596.5,56596.75,56598,56598.5,56598.25,56596.1,56600.8
56600.5,56604.2,56598.2,56601.2,56601,56600.25,56597,56599.25,56599.25,56599.5,56599.5,56601,56601,56602.5,56603,56603,56603.25,56603.25,56603.25,56603.75,56603.75,56604.25,56604.5,56604.25,56604.25,56600.8,56617.5
