"1,000","3,000","10,000","30,000","100,000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
32855.5,32855.5,32855.5,32854,32852.3,32855.5,32855,32854.25,32853.5,32854.25,32854.5,32854.75,32856.5,32856.5,32856,32856,32855,32854.75,32854.5,32856,32855,32855,32854.5,32854.5,32854.5,32854.78,32854.28
32855.3,32855.5,32855.5,32854,32851,32855.25,32854,32854,32854,32854.25,32854.5,32853.75,32853.75,32853.5,32855.5,32854.5,32854.25,32854,32854,32853,32854.5,32854,32854,32854,32854.25,32854.28,32854.48
32855.3,32855.5,32855.5,32854,32852,32855.25,32854,32854.5,32854.25,32854.25,32854.5,32854.5,32854.5,32854.25,32855.75,32855.75,32855.75,32855,32854.75,32854.5,32856,32855,32855,32854.5,32854.5,32854.48,32864.85
32865.8,32865.8,32865.3,32865.3,32865.3,32865.25,32865.75,32864,32863.5,32863.5,32863,32863.75,32863.5,32863.5,32862.5,32863,32863,32863,32862.5,32863.75,32863.75,32863.75,32863.25,32863,32862,32864.85,32877.04
32876.8,32876.8,32878.3,32878.5,32878.5,32876.75,32877.5,32877,32876.25,32876.25,32875.5,32875.5,32875.5,32875.75,32875.75,32875.75,32875.5,32876,32876.75,32876.5,32875.75,32874.75,32875,32875,32875,32877.04,32884.33
32883.5,32883.5,32885.8,32885,32886,32883.5,32883.5,32883.5,32884,32884,32883.75,32884.25,32884.75,32884,32884,32884.25,32884,32884,32884,32884.25,32884,32885,32885,32884,32884.25,32884.33,32883.04
32883.3,32882.3,32883.5,32883.5,32886,32883,32882.25,32880.5,32881.25,32881.75,32882.25,32882.25,32883,32883,32882.5,32882,32882.25,32879.75,32880.25,32880.5,32880.75,32880.75,32881.75,32881.5,32881.25,32883.04,32876.41
32876,32877,32879,32877,32874.3,32876,32875.25,32875.5,32877,32877.25,32876.5,32876.5,32876,32876.25,32874.75,32874.75,32874.75,32874.75,32875,32875,32875.25,32876.25,32875.75,32875.75,32875.25,32876.41,32876.07
32876.3,32876.3,32879.3,32877.5,32872.5,32876.25,32877,32877.5,32876,32875,32875,32874.25,32874.5,32874.5,32874.5,32875.25,32875,32875.25,32876.25,32876.25,32875.75,32875.75,32875.25,32876.25,32876.25,32876.07,32866.08
32864.5,32866.5,32868,32867,32866.5,32864.5,32865.75,32865,32866.75,32866,32865.75,32865.5,32865.5,32865.5,32864.5,32865.25,32865.5,32866.25,32866.25,32865.5,32866.25,32866.75,32867.5,32867.75,32867.5,32866.08,32866.57
32864.8,32865,32867.3,32867.3,32868.3,32867,32865,32867,32866.75,32867.25,32867.25,32867.25,32867,32867.5,32868.25,32868,32867.75,32867.25,32869.25,32870,32870.5,32869.5,32869.5,32870.5,32870.5,32866.57,32869.13
32868.5,32868.5,32868.5,32868.5,32867.3,32873.25,32870.5,32868.5,32868.5,32868.75,32868.5,32868.5,32869.25,32869.25,32869,32869.75,32870,32871.75,32872.25,32872.75,32872.5,32871.75,32871.75,32872.75,32871,32869.13,32871.82
32871.3,32871.3,32872,32871.8,32872,32874.75,32871.25,32871.75,32871.25,32871.25,32870.75,32871,32871.75,32871.5,32871.5,32871.25,32872,32872.25,32872.5,32872.5,32872.25,32872.25,32872,32872.5,32870.75,32871.82,32871.54
32871.5,32871.5,32872.3,32871.8,32870.5,32871.5,32872,32872,32871.25,32871.25,32871.25,32871.75,32871.75,32870.75,32870.75,32870.75,32872,32872.5,32871,32871.5,32871.25,32871.75,32872.5,32870.75,32871,32871.54,32871.62
32871.3,32871.3,32872,32872.3,32871,32872.5,32871.5,32871.75,32871.25,32871.5,32871.25,32871,32871.75,32870.75,32870.75,32870.75,32871.25,32871.75,32870.75,32870.75,32870.5,32870.75,32871.5,32870.75,32871,32871.62,32870.32
32870.3,32871,32871.8,32872.3,32870.3,32870.25,32870,32868.75,32869,32869,32869.25,32869.25,32869,32869,32869.75,32869.75,32869.5,32869.25,32871.25,32871.25,32871.75,32872.25,32872.75,32873.25,32872.75,32870.32,32858.93
32860.5,32860.5,32860.5,32859.3,32858,32859.25,32858.25,32857.25,32857,32857.5,32858.5,32857.75,32857.5,32858,32858.5,32858.5,32860,32861,32862,32861.75,32861.75,32862,32863.25,32860.75,32861.25,32858.93,32838.41
32839.8,32840.5,32836.5,32836,32835,32839.75,32839.75,32836.5,32839.25,32839.25,32839.25,32839.25,32838.25,32837.25,32837.5,32837.5,32837.5,32837.5,32837.5,32839.5,32838.75,32839,32838.75,32839,32839.25,32838.41,32834.66
32837.3,32837.3,32833,32831.5,32828.5,32836.5,32837,32834,32834,32834.75,32836,32835,32835.5,32835.5,32835.25,32835.25,32835.25,32835.75,32838,32837.5,32837.75,32837.75,32838.5,32838.5,32837.75,32834.66,32841.16
32842,32842,32841.8,32840.5,32839.3,32840,32842,32843,32841.75,32841.75,32841.75,32841.5,32840.5,32841,32841.5,32841.5,32841.5,32842.25,32841.75,32842.5,32842.5,32842.25,32842.5,32842.5,32842.25,32841.16,32851.29
32850.5,32850,32851.3,32854,32856.3,32851.5,32850.75,32850.5,32849,32849.5,32849,32850.5,32850.5,32850.75,32850.75,32851,32850.25,32850.25,32850.25,32850,32850.25,32851.5,32849.75,32849.75,32849.75,32851.29,32854.87
32858.3,32853.3,32854.5,32855.3,32857,32856,32853.25,32853.25,32853.5,32852.75,32853.25,32854.25,32854.25,32854.25,32854.25,32853.75,32855.5,32854,32854,32854,32854.75,32854.5,32856.25,32856.25,32855,32854.87,32852.13
32851.3,32851,32851,32853,32855,32852.5,32851.75,32851.25,32852,32851.75,32851.25,32852,32852.5,32852,32852.25,32852,32852,32851.25,32851.25,32851.75,32852.5,32852.5,32852.75,32853.25,32852.5,32852.13,32849.81
32848.5,32848.8,32850.3,32851,32853.5,32850,32848.75,32849.25,32849,32848.75,32848.5,32848.5,32849.75,32849.75,32850.25,32849.5,32849,32849.75,32850,32850.25,32850.5,32852.25,32851.25,32850.5,32850.5,32849.81,32850.64
32848.3,32848.3,32850.5,32851,32853.5,32852.5,32850,32849.75,32849.75,32849.25,32851,32851,32851.5,32851.5,32852.75,32853,32852.25,32853.5,32854,32854,32853.75,32852.75,32853.5,32854,32854.25,32850.64,32851.4
32850.8,32851,32851.3,32851.3,32854.3,32852.25,32851.5,32851,32851,32851,32849.75,32850,32850.75,32850.5,32850.75,32851.25,32851.75,32851.25,32851,32851,32851,32852.25,32851.75,32851.75,32851.25,32851.4,32852.61
32852.3,32853.3,32853.5,32853.5,32855,32852.25,32853,32852,32851,32850,32850.5,32851,32851.75,32851.5,32851.75,32851.75,32851.25,32851.5,32851.25,32851.25,32853,32853,32853,32852.5,32852.5,32852.61,32851.59
32851.3,32852.3,32852.5,32852.3,32855,32851.25,32851.75,32850.75,32849.25,32849.25,32849.75,32850,32850.5,32850.5,32851,32850,32850,32849.75,32850.25,32850.5,32850,32849.5,32851,32851.25,32850.75,32851.59,32852.59
32851.3,32852.5,32852.8,32853,32855.8,32852.75,32852.5,32852.5,32852,32851,32851,32852,32852.25,32852,32852.5,32852.5,32853,32853,32853,32853,32852.25,32853.5,32853.75,32853.5,32853.75,32852.59,32849.11
32847,32849,32850.5,32851,32853.8,32847,32848.25,32848,32848.75,32848.5,32848.25,32848.25,32847.5,32848.75,32849.25,32849.5,32849.5,32849.5,32849.25,32850,32850.25,32850.25,32850,32850,32849,32849.11,32848.6
32848.5,32848.8,32848.8,32847.3,32853.8,32848.5,32847.25,32848.25,32848.5,32847.5,32847.5,32847,32847,32846.75,32847.75,32847.5,32847.5,32847.75,32847.75,32847.75,32848.25,32848.25,32849,32848.75,32848.25,32848.6,32848.52
32848.5,32848.8,32848.8,32847,32853.8,32848.5,32847.25,32848.25,32848.25,32846.5,32847.25,32847,32847,32846.5,32847.75,32847.75,32848,32848,32848,32848,32848.25,32849.25,32848.75,32848.75,32848.5,32848.52,32849.75
32849.8,32850.3,32850.3,32848.8,32853.8,32848.5,32848.25,32848.5,32849.25,32849.25,32848.25,32848.25,32850.25,32849.75,32850,32849.75,32849,32850.75,32850.75,32850.75,32850.75,32850.75,32850.75,32852.25,32851.25,32849.75,32850
32850,32850.3,32850.3,32849.3,32853.8,32848.5,32849,32848.75,32849.75,32849.5,32849.25,32848.5,32849.75,32850.25,32849.75,32850,32849.75,32849,32849.5,32850.5,32850.5,32850.5,32850.5,32850.5,32850.5,32850,32850.26
32851,32851,32851,32849.3,32850.5,32848.5,32849.5,32849.75,32850.25,32849.5,32850.75,32850.75,32850.75,32851,32850.75,32850.75,32850.5,32851.25,32851.25,32851.25,32851.25,32851.25,32851.25,32852.75,32853,32850.26,32853.4
32853,32853.3,32853.3,32851.8,32856.8,32853.75,32853.5,32853.75,32852.5,32852.25,32852.75,32852.75,32853.25,32853.25,32855,32854.5,32854.5,32854.5,32854,32854,32854.75,32854.75,32854.25,32854.75,32854.75,32853.4,32863.48
32865,32864.5,32864.5,32863,32860.5,32865,32864.75,32864.75,32862.75,32862.5,32862.75,32862.25,32862,32860.25,32860.25,32860.25,32861.25,32861.25,32861.75,32861.75,32861.75,32861.25,32861.25,32862,32862.75,32863.48,32861.74
32863.3,32863.5,32863.5,32861.3,32858,32863.25,32863.25,32861.25,32860.25,32860.5,32861,32860.5,32860,32860,32860,32860,32859.75,32859.75,32860.25,32860.25,32860.75,32860.25,32860,32860.5,32860.25,32861.74,32855.11
32853.3,32855.5,32856.3,32855.5,32855.5,32853.25,32855,32855.5,32856.25,32855,32855.25,32855.5,32855.25,32855.75,32856,32856,32855.25,32855,32855.75,32855.25,32854.75,32855,32854.5,32854.25,32855,32855.11,32861.93
32861,32860.3,32860.5,32863.5,32864.5,32863.5,32863.25,32860.5,32861.25,32860.5,32860.5,32861.25,32861,32861,32861.5,32861.75,32862.5,32862.5,32862.75,32862.5,32862,32861.5,32861.75,32861.75,32861.75,32861.93,32858.44
32857.5,32857.8,32860.8,32861,32857.3,32857.5,32857.5,32859,32859,32857.25,32857.75,32857.75,32858.25,32858.25,32858.75,32858.5,32858.25,32858,32859,32858.5,32860,32858.75,32858.5,32858.5,32858.5,32858.44,32859.14
32859,32859.8,32860.8,32858.8,32857.5,32859,32859.75,32859.75,32859.5,32857.75,32858.5,32858.25,32858.75,32858.75,32858.75,32858.5,32857.5,32857.75,32857.25,32857.5,32856.75,32857.75,32857.75,32857.75,32857.5,32859.14,32867.36
32869,32868.5,32868.5,32868.5,32860.8,32869,32869,32868.25,32868.25,32867.25,32866.75,32866,32865.25,32865,32865.25,32864.75,32864.75,32864.75,32865.75,32866,32865.75,32866,32865.75,32865.75,32865,32867.36,32865
32867.8,32865.5,32866.3,32866.3,32860.8,32867.75,32865.5,32865.75,32863.25,32863.25,32863.75,32863.75,32863,32863,32863,32863,32863,32863.25,32862.75,32862.5,32861.75,32861,32861.5,32860.25,32860,32865,32860.83
32862.8,32861.3,32862.3,32862.3,32858.8,32861.5,32859.25,32859.75,32860.5,32861.25,32859.75,32859.25,32859.75,32859.75,32859.75,32859.75,32860,32859.75,32859.5,32860.25,32860,32859.5,32859.75,32859.25,32859.25,32860.83,32862.96
32864.5,32863,32864.5,32864.8,32860,32861.5,32863,32862.25,32862.25,32863.25,32863,32863,32863,32861.5,32861.25,32861.25,32861.25,32861.25,32862,32861.75,32860,32859.75,32859.75,32858.5,32858.25,32862.96,32865.91
32866.5,32867,32867.3,32867.3,32864.5,32866.5,32865.75,32864.75,32866,32865.5,32864.75,32865,32863.5,32864.75,32865.25,32865.75,32865.75,32865.5,32866,32865.75,32866.5,32866,32864,32863.5,32863,32865.91,32872.45
32872.5,32870.5,32870.5,32875,32871.5,32872.5,32872.75,32871.5,32873.5,32873.5,32873.25,32872.5,32872.5,32871.5,32871.5,32871.5,32871.75,32872.5,32873.5,32874.25,32874.25,32875.25,32874,32872.75,32872.75,32872.45,32871.34
32872.8,32870.8,32873.3,32874,32871.5,32868.75,32870.5,32869.25,32871,32870.25,32870.5,32870.25,32870.25,32870.25,32869.75,32869.75,32869.75,32870,32868.25,32868.75,32869,32869,32869.5,32869.25,32870.5,32871.34,32870.37
32872,32870.5,32871.8,32871.3,32872.8,32868.75,32869.75,32869,32868.75,32869.5,32869.25,32869,32868.75,32869,32869.75,32869,32869.5,32869.25,32869.25,32867.75,32868,32869,32868.5,32869,32869,32870.37,32871.46
32873,32871.3,32872.8,32873,32871.5,32868.75,32871.25,32869.75,32870.75,32871.25,32871.25,32871.25,32871,32870.75,32871.25,32871.25,32870.75,32873.25,32873.25,32873.5,32872,32872,32872.25,32873.25,32872.5,32871.46,32870.05
32871,32869.5,32870.5,32873,32871.5,32868.75,32867.5,32869.25,32869.5,32869,32869.25,32869.25,32870,32870.25,32870.25,32870,32870,32870.5,32869.25,32870.75,32870,32869.25,32869.25,32869.75,32870.5,32870.05,32870.55
32872.3,32869.8,32870.3,32872.8,32872.3,32868.75,32869.5,32869.5,32869.25,32869.75,32870.25,32870.25,32870.25,32870,32870.25,32870.5,32871,32871,32870.5,32871.75,32871.75,32872.5,32871,32871.5,32870.5,32870.55,32870.29
32871,32869.8,32870.3,32873.5,32873,32868.75,32867.75,32869.25,32869.5,32869.5,32869.25,32869.5,32870,32870.25,32870.25,32869.5,32869.75,32869.5,32868,32868.25,32868.75,32868.75,32868.75,32868.75,32868.5,32870.29,32873.41
32874,32871.5,32874,32874.8,32874.5,32874,32874,32872.5,32872.5,32873,32872.75,32873,32872,32872.75,32872,32872.25,32872.5,32874.25,32874.25,32874,32874.25,32874,32872.5,32872.25,32873,32873.41,32879.55
32883.5,32883.8,32878.3,32878.3,32878.3,32879.75,32881.75,32877.25,32877.5,32876.75,32876.75,32877.25,32877.5,32877.75,32877.75,32877.75,32877.75,32879,32879,32878.5,32878.75,32879.25,32879.25,32878.75,32878.5,32879.55,32879.05
32881.8,32883.8,32878.5,32878.3,32875.3,32879.75,32880,32877.5,32878,32877.75,32877.25,32877.75,32877.75,32878,32878,32878.75,32878,32879.5,32879.5,32879.5,32879,32879.25,32879.25,32879.25,32878.75,32879.05,32879.66
32882,32883.8,32879,32879,32879,32879.75,32880.25,32878,32878,32877.75,32878,32878.5,32877.75,32877.75,32877.75,32877.75,32877.75,32877.75,32879.25,32878.25,32878,32878.25,32877.75,32877.5,32877,32879.66,32882.5
32882.8,32882.8,32879.8,32883.8,32883.5,32883.5,32883.25,32882.75,32882.25,32882.5,32881.5,32881.75,32881.75,32881.25,32881.25,32882,32881.75,32881.75,32882.5,32882.5,32882.5,32882.5,32883.5,32883,32882.25,32882.5,32880.77
32881.8,32882.8,32879.3,32882,32880.8,32880.75,32880,32879.25,32880,32880.25,32880.5,32879.75,32879.75,32879.75,32880.25,32880.5,32880.5,32880.5,32880.5,32880.5,32881.5,32881,32880.25,32880.25,32880,32880.77,32881.59
32882.8,32882.8,32880,32883.5,32880.8,32880.75,32881,32881.75,32882.5,32882.75,32880.75,32880,32881,32881,32881.25,32881,32881,32881.25,32882.25,32882.25,32882.25,32882,32881.5,32881.5,32880.5,32881.59,32881.07
32882.8,32882.8,32879.8,32883.5,32880.8,32880.75,32881,32880,32880.75,32879.75,32879.25,32879.25,32879.25,32879.25,32879,32879.5,32880,32879.75,32879.75,32879.5,32878.75,32879.5,32879,32879.25,32879,32881.07,32880.9
32882.8,32882.8,32879.8,32883.5,32880.8,32880.75,32881,32880,32878.75,32879,32879.5,32879.5,32879.25,32879.25,32879.5,32880,32879.75,32879.75,32879.5,32879.75,32880,32879.75,32879.5,32879.75,32879.25,32880.9,32865.66
32864.5,32867,32868,32870,32866.8,32864.5,32864,32865,32865.25,32864.25,32863.5,32863,32863,32862.75,32863,32864.25,32863.25,32863.25,32863.5,32865.25,32866,32865.5,32865.5,32865.75,32865.5,32865.66,32864.48
32864.5,32866,32866.5,32866.5,32863.8,32864.5,32864,32864.25,32863.75,32862.75,32862.25,32863,32863,32863,32863.25,32863.5,32864,32863.75,32864.25,32862.75,32862.75,32863,32863,32863,32862.25,32864.48,32864.34
32863,32863.5,32865.8,32867,32863.8,32865,32864,32864.5,32864.5,32863.75,32863.25,32863.5,32863.5,32863.75,32863.75,32863.25,32863.75,32863.75,32864,32863.25,32863,32863.25,32863.5,32863.5,32864,32864.34,32863.98
32863,32864,32865,32868,32863.8,32865,32864,32864.5,32862.5,32861.5,32861.5,32861.75,32863,32863,32862.75,32863.75,32864.25,32864.25,32863.5,32863.5,32863.75,32863.75,32864.5,32864.25,32864.25,32863.98,32863.96
32863,32864,32865,32867.8,32863.8,32865,32864,32863,32862.5,32861.5,32861.5,32861.75,32863,32863,32862.75,32862.75,32864.5,32864.5,32864,32864.25,32865,32865,32865.75,32865.5,32865.25,32863.96,32864.34
32864,32865,32865.8,32867.8,32863.8,32865,32865,32864.5,32862.25,32862.25,32861.5,32861.5,32863.25,32863.25,32863.5,32863,32864.75,32864.75,32864,32864.25,32865,32865,32865.75,32865.5,32865.25,32864.34,32863.24
32861.8,32862.8,32864.5,32867.5,32863.5,32862.75,32862.75,32862.75,32863,32861.75,32860.75,32860.75,32863,32863,32862.75,32862.75,32862.75,32863,32863.5,32863.75,32864.25,32865,32865,32865.5,32865.5,32863.24,32864.57
32862.8,32864.8,32864.8,32867.5,32863.8,32865.75,32863,32864.5,32864.5,32863.75,32864.75,32864.75,32864,32864.25,32864.25,32864.75,32865,32865.75,32866.5,32867.25,32867.25,32867.75,32866.5,32866.5,32867.5,32864.57,32866.8
32865.3,32867.3,32867.3,32870.3,32870.5,32865.75,32865.5,32864.75,32864.75,32865.5,32866.5,32865.5,32864.75,32864.5,32865.75,32866.5,32867.5,32868.25,32868.25,32868.5,32868.5,32868.5,32869.25,32868.25,32868.25,32866.8,32875.37
32874.8,32874.8,32875,32875.8,32879.8,32875.25,32875,32874.25,32874.25,32874.25,32874,32875,32875,32874.5,32874.25,32874,32873.75,32873.75,32874.25,32874.5,32874.5,32875,32875,32875.25,32875.25,32875.37,32879.07
32881.3,32881.3,32878,32880.3,32875.8,32881.25,32878,32878.25,32878.75,32878.75,32879,32877.75,32877,32877,32877.5,32877.25,32877.25,32877.25,32877,32877.75,32878.25,32878.5,32878.5,32879,32878.25,32879.07,32862.27
32863.8,32864.3,32864.3,32860,32858.8,32863.75,32864,32862.5,32861,32861.75,32861.5,32861.25,32861.25,32861.25,32860.5,32860.25,32861.25,32861.25,32862,32861.75,32863.75,32863.5,32863.75,32863,32863.25,32862.27,32865.26
32863,32865,32866.3,32866.5,32867,32866.75,32864.5,32864.75,32864.5,32865.25,32865,32864.5,32864,32863.5,32862.25,32863,32863,32863,32863,32863,32862.5,32862.5,32862.5,32864.5,32864.75,32865.26,32864.24
32862.8,32863.3,32865,32866,32861.8,32866.75,32863.25,32864,32864.25,32864,32864.75,32864,32864.5,32864,32863,32863,32863,32862.75,32862.75,32863.25,32862.75,32862.75,32865.25,32865,32865,32864.24,32863.64
32864.3,32864.3,32865.8,32863.5,32861,32866,32865,32864.75,32863.5,32862.25,32862.25,32860.75,32860.75,32861.25,32861.5,32861.75,32862.25,32862.25,32862,32862.75,32862.75,32863,32863.25,32863.75,32862.75,32863.64,32854.77
32854.8,32855,32854.8,32855,32855.3,32854.75,32854.75,32854.75,32854.5,32855,32854.5,32854.5,32854.25,32853.5,32853.5,32853.5,32853.25,32853,32852.75,32853,32853.25,32853.5,32853.25,32852.25,32852.25,32854.77,32848.54
32849.3,32849.5,32851.3,32848,32848.5,32849.25,32848.75,32846.75,32847,32847,32847,32846.75,32846.75,32847.5,32847.5,32847.75,32847.5,32847.5,32847.75,32848.25,32848,32847.5,32847.25,32847.75,32849.25,32848.54,32846.45
32845.8,32847.3,32850.3,32846.8,32842.5,32846.25,32847.25,32845.5,32847,32846.5,32845.75,32845.75,32845.5,32845.5,32844.5,32843.75,32844.25,32844,32844.75,32845.25,32845.5,32846,32845.75,32844.75,32844.75,32846.45,32843.12
32843.5,32843.8,32843.8,32843,32843.3,32843.5,32843.5,32844.25,32842.75,32842.75,32842,32841,32842,32842.5,32842.25,32842.5,32842.5,32842.25,32842.25,32842.75,32842.75,32842.75,32842.5,32843.75,32841.5,32843.12,32844.34
32844.8,32845,32845,32845.5,32843.3,32845,32845,32845.25,32844.5,32843.5,32843,32843.5,32842.25,32842.25,32842.25,32842.25,32842.25,32842.5,32843.5,32843.25,32844.25,32844.25,32844.5,32843.25,32843.25,32844.34,32844.54
32844.8,32845,32845,32845,32843.3,32845,32845,32844.25,32844.75,32844.5,32843,32843,32844.5,32844.25,32842.75,32843,32843,32843,32843,32843.25,32843.25,32843,32842.75,32844,32844,32844.54,32844.37
32844.5,32844.8,32845,32845.3,32843.3,32844.75,32844.75,32843.75,32845,32844.5,32843.5,32843,32842.75,32843.5,32842.5,32842.5,32842.75,32842.5,32842.75,32842.75,32843.25,32843.25,32843.25,32844.25,32844.25,32844.37,32841.72
32842.3,32844.3,32844.3,32842,32837.3,32842.25,32842.25,32843,32842.5,32841.5,32840,32840,32840,32840,32840,32840.25,32840.75,32841,32841,32840.5,32840.75,32840.75,32840.75,32840.75,32842,32841.72,32841.72
32842.8,32843.5,32844,32840.8,32838.3,32842.75,32842.5,32842.25,32842,32841.75,32840.25,32840.25,32840.25,32840.5,32840.75,32841,32841,32841,32841,32840.5,32840.75,32840.75,32840.75,32840.75,32842,32841.72,32842.09
32842.8,32844,32844,32841,32838.3,32844,32844,32843.5,32842.25,32842.25,32840,32840.25,32840.5,32841,32840.75,32840.75,32841.25,32841.25,32841.5,32842,32842,32840.75,32841.25,32841.25,32841,32842.09,32843.06
32844.5,32844.5,32843.3,32842.3,32837,32844.5,32844,32844.25,32843.5,32843.75,32843.5,32843,32843.5,32843.25,32843.25,32843,32843.25,32843.5,32843.25,32843.5,32844,32843.25,32843.25,32842.5,32842.75,32843.06,32827.06
32827.3,32829,32829,32827.5,32825.3,32827.25,32828,32826.5,32826,32825.75,32825.75,32825.5,32825.5,32825.5,32826.25,32826.75,32826.75,32826.5,32827.5,32827,32827.25,32827.5,32826.25,32826.5,32826.5,32827.06,32823.96
32825,32826,32826,32823,32818.8,32824.75,32824,32823.5,32823,32823,32824.5,32824.5,32824.5,32824.5,32824.5,32824.75,32824.75,32825.25,32825.5,32825.5,32825.5,32825.25,32825.75,32825,32825,32823.96,32802.56
32801,32801,32801,32800.8,32803,32802.75,32802.75,32803.25,32805.25,32803.25,32804.5,32804.5,32803.5,32803.5,32803.25,32803.25,32804,32805.25,32805.25,32804.75,32804.75,32804.75,32806,32806.75,32806.25,32802.56,32800.48
32802.3,32802.5,32802.5,32800.5,32796.5,32802.25,32801,32802,32800.5,32799.5,32797.75,32799,32799,32800.5,32800.75,32799.75,32799.75,32800.25,32801.25,32803.25,32802.25,32801.75,32801.75,32801.75,32801.75,32800.48,32794.14
32795.8,32796,32798.8,32794.5,32790,32795.75,32794.75,32792,32791.75,32791.5,32791.75,32792.25,32792.25,32792.5,32792.5,32793.25,32792.5,32793.75,32793.75,32793.75,32793,32793,32793.25,32795.5,32795.5,32794.14,32780.66
32781.8,32782,32782,32776.3,32781,32781.75,32781.75,32783.25,32779.5,32779.25,32780.25,32780.75,32780.25,32780,32780.5,32779.75,32780.25,32780.25,32780.25,32780.25,32779.75,32781,32780.25,32780.75,32781.75,32780.66,32780.04
32778.8,32781.8,32783,32779,32777.5,32780.5,32781.5,32781.5,32781.5,32779,32778.5,32778.75,32778.25,32778.25,32778.25,32778,32778,32777.5,32778.25,32779,32778.75,32778.25,32778,32778,32779.5,32780.04,32786.72
32784.3,32782.8,32786.3,32788.3,32788.5,32786,32787.75,32788.5,32788.75,32788.5,32788,32786.5,32786.5,32787.5,32787.5,32787.25,32786.75,32788.25,32788.25,32788.25,32788,32787.75,32787.5,32787.25,32788.25,32786.72,32808.53
32810.5,32807.5,32809,32811.5,32810.8,32807.75,32806.25,32807,32806.75,32807.25,32807.25,32807.75,32808,32809,32809,32809,32807.5,32807.5,32807.25,32807,32807.25,32808,32808,32806.25,32806.25,32808.53,32804.22
32804.3,32804.3,32804.3,32807,32802.3,32804.25,32805,32804.75,32803.5,32803.25,32803.5,32803.25,32803.75,32803.5,32803.5,32803.5,32803.5,32803.75,32803,32803,32803,32803.25,32803.25,32803.25,32802.75,32804.22,32807.07
32807.3,32806,32807.3,32809.3,32807.3,32807,32807,32806,32806.75,32806,32806.5,32806.25,32806.25,32806.25,32806,32804.75,32805,32806,32805.75,32805.5,32805.5,32805.5,32805.75,32806,32806,32807.07,32804.2
32804.3,32804.3,32804.3,32805.5,32807.3,32803.75,32803.5,32802,32802.25,32803,32803.25,32803.5,32803.5,32804,32803.5,32802.75,32802.75,32802.25,32802,32802.5,32802.5,32802,32801.75,32802.5,32801.5,32804.2,32797.41
32799.5,32799.8,32800,32795.5,32793.5,32799.25,32797.5,32796.5,32795.5,32796,32796.75,32796.75,32796.75,32797.5,32797.75,32798,32798.75,32798.75,32798.25,32798.25,32799.25,32799.5,32800.75,32801.25,32802,32797.41,32807.34
32807.8,32807,32807.3,32807,32809,32807,32807.25,32807,32807,32807.5,32806.5,32806.75,32807.5,32807.25,32807.75,32808.5,32808.75,32808.5,32808.5,32807.25,32807.25,32809.25,32809.5,32809.5,32809.5,32807.34,32796.3
32798,32798,32796,32795.5,32793.5,32797,32796.5,32794.75,32795.75,32795.75,32795.75,32795.75,32797,32797,32797,32796.75,32797,32797,32797.75,32797,32797.25,32798.5,32798.75,32799.75,32799.75,32796.3,32768.34
32769.3,32769.3,32769.3,32768.5,32764.5,32769.25,32769.75,32768.5,32768.5,32767.75,32767.75,32767.5,32767.25,32767.5,32767.5,32766.5,32767,32768,32769.25,32769.5,32769.5,32770.25,32769.5,32768.5,32768.25,32768.34,32759.89
32759,32761.5,32761.8,32762.8,32757,32759,32759,32760.5,32760.5,32759.75,32760.25,32759.75,32758,32758,32758,32758,32758.75,32758.75,32759,32759,32760,32761.75,32761.25,32761.5,32761.75,32759.89,32753.97
32755.8,32756,32754.8,32754.8,32751.5,32755.75,32751.5,32751,32753.25,32753,32753,32753.25,32753.25,32753.5,32753.5,32753,32754,32754,32754.5,32755,32755.5,32755.5,32756.25,32754.25,32754,32753.97,32745.45
32744.3,32746.8,32748.3,32746.3,32742.5,32746.25,32744.25,32746.25,32744.75,32745.5,32745.5,32745.5,32745.5,32745.25,32745.25,32745.75,32745,32746,32746,32746.5,32747.5,32748.5,32749.5,32749.5,32750,32745.45,32769.87
32772.3,32768.3,32768.5,32768.3,32765.5,32772.25,32772.25,32768.75,32769,32770.75,32770.75,32770.75,32771.5,32773,32773,32772.75,32773.75,32773.75,32773.25,32773.25,32772.75,32773,32773.25,32772.75,32773.5,32769.87,32772.87
32774.8,32772.8,32772.8,32771,32769.5,32774.25,32772.75,32771.75,32772.25,32774,32774.75,32774.25,32773.75,32773.75,32773.25,32774,32773.5,32774,32773.75,32773.75,32773.75,32773.75,32774.5,32774.5,32774.5,32772.87,32780.45
32781,32780.8,32782.3,32779.3,32779.3,32780.75,32780.75,32780.25,32780.5,32780.5,32779.5,32780,32780.25,32780.25,32780,32780.5,32780.5,32779.5,32780,32779.75,32780.75,32780.5,32780.5,32779.5,32779.5,32780.45,32781.01
32782.8,32780.5,32780.5,32780,32779.3,32782.75,32780.75,32781,32782,32781,32780.75,32780.5,32780.75,32780,32780.5,32780.75,32780.75,32780.25,32780.25,32779.75,32781,32780.5,32780.5,32780.25,32779.75,32781.01,32815.35
32814.3,32814.8,32814.8,32815,32818.8,32814.25,32814.25,32814,32814.25,32816.25,32815.5,32817,32817.5,32819.5,32819.5,32819.25,32819.75,32819.75,32820,32820.25,32820.75,32820.75,32820.25,32819.75,32820,32815.35,32854.09
