"1,000","3,000","10,000","30,000","100,000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
32483,32482.5,32484.5,32486.5,32484.5,32483,32484.5,32483.5,32484,32483.5,32483.75,32483.75,32484,32484.25,32484.25,32484.25,32483.25,32484.75,32484.75,32484.5,32484.75,32484.75,32484,32484.5,32483.5,32484.03,32484.84
32484.8,32483,32483.5,32486,32484.8,32485.25,32485.75,32485,32484.75,32485.25,32485.25,32485.5,32485.25,32485.25,32485,32485,32485.25,32485.25,32486.25,32486,32485.75,32485.5,32485.75,32485.75,32485.5,32484.84,32493.68
32494,32494,32494.3,32492.5,32495,32494,32494,32495,32493,32492.75,32493,32493,32493,32492.75,32492.75,32493.75,32494.25,32494.75,32495,32494.75,32494.75,32495,32495.5,32495.75,32495.5,32493.68,32490.13
32491,32489,32489.3,32490,32490,32491.5,32491.5,32490,32489.75,32489.5,32489.5,32490.25,32489.75,32489.75,32489.5,32488.75,32488.75,32488.75,32489,32490.5,32490.5,32490.75,32491,32490,32490,32490.13,32488.34
32488.3,32488,32487.3,32489.3,32490,32488.25,32488.25,32487.5,32487.5,32487.75,32487.5,32488,32489,32488.25,32488.25,32488.25,32488.25,32487.75,32489.25,32489.25,32489.25,32488.75,32488.75,32488.5,32488.5,32488.34,32489.78
32490.5,32489.8,32488.5,32490,32490,32490,32489.75,32490,32489.5,32489.5,32489.75,32490,32490,32490.25,32490.25,32490.25,32490,32490,32490,32490.75,32490.75,32490.75,32490.75,32490.75,32490.75,32489.78,32496.49
32494,32493.3,32493.3,32497,32500.5,32496.75,32496.75,32497.75,32497,32497.5,32497.75,32497.25,32498.5,32497.75,32498,32497.75,32498.5,32497.5,32497.5,32497.5,32497.5,32498.75,32498.5,32499.5,32499.75,32496.49,32500.76
32500.8,32499,32499,32499.8,32502.5,32500.75,32500,32499.75,32501.5,32501.5,32501.5,32501.75,32502.75,32502.5,32502.75,32503.25,32503.5,32503.5,32503.75,32503.5,32503.5,32503.5,32503,32503,32501.5,32500.76,32498.73
32498.5,32498.3,32497.5,32496.5,32500.5,32498.5,32499.5,32499,32498.75,32499.25,32499.5,32499.75,32499.75,32500.25,32500.25,32499.5,32499.75,32500,32500,32500,32500.75,32499.25,32499.75,32499.5,32499.25,32498.73,32488.4
32486.8,32488.8,32488.5,32488.8,32490.8,32486.75,32486.75,32488.5,32488.75,32489.75,32489,32488.75,32489,32489.5,32489.5,32489.5,32489.75,32491.5,32491.5,32491.25,32491.5,32491.75,32491.5,32492.5,32492.5,32488.4,32488.71
32488,32487.5,32487.3,32490.5,32490.8,32488,32488,32487.25,32489,32489.75,32489.25,32488.75,32488.75,32488.75,32489,32489.5,32489.5,32489.5,32489.75,32489.75,32491.5,32491.25,32491.5,32491.5,32491.5,32488.71,32484.59
32483.3,32482.3,32482.3,32486,32488.5,32483.75,32483.75,32486,32485,32484.25,32485,32485,32486,32485.5,32485.25,32486.5,32486.5,32486.5,32486.5,32487,32487.5,32487.25,32488,32488,32488.25,32484.59,32489.35
32488.8,32486.8,32486.3,32490.5,32490.8,32490.5,32489.75,32489.25,32489.5,32490.25,32490.25,32490,32490.25,32491.5,32491,32491.75,32491.75,32491.25,32491.25,32492,32491.25,32491.25,32490.75,32490.25,32490.25,32489.35,32483.36
32482,32482,32482,32486,32488.8,32482,32481.25,32482.5,32482.75,32482.25,32482.25,32482.25,32484.5,32484.25,32484.25,32483.75,32483.75,32484,32484,32484.75,32485.25,32485.25,32486,32486.25,32486.25,32483.36,32470.36
32470,32470,32468.5,32470.8,32470.8,32470,32470.25,32470.75,32471.25,32471,32471,32471,32471,32471,32471,32470.5,32470.5,32470.5,32470.5,32472.5,32472.25,32471.75,32472.5,32473,32473.5,32470.36,32440.63
32444,32444,32444,32433.5,32441.3,32444,32437,32437,32438,32438.25,32440.75,32440,32439.75,32440,32440.5,32440.25,32439.75,32439,32438.25,32437.5,32437.75,32437,32438,32437.75,32436,32440.63,32450.08
32451.8,32450,32450,32450,32449.5,32450.75,32451.75,32450.5,32449.5,32449.25,32449.5,32449.5,32448,32448,32448.5,32448.5,32448,32448.75,32448.25,32448,32448.25,32448.25,32447.75,32446.75,32446.5,32450.08,32430.06
32432.3,32432.5,32428.5,32427.5,32427.8,32433.25,32432.5,32429.25,32429,32429,32429.25,32428.25,32428,32427,32426.5,32426.5,32425.75,32425.75,32425.25,32425.25,32425,32424.75,32425.25,32425.25,32426.25,32430.06,32442.27
32440.8,32440.3,32443.3,32441.8,32443,32441.75,32443.5,32443.25,32443.75,32443.5,32442.25,32442.25,32442.25,32442.75,32442.5,32442.5,32442.5,32442.25,32442.25,32442.25,32441.25,32441.75,32440.75,32440.75,32439.5,32442.27,32429.9
32431.8,32430.3,32430.8,32429,32427.3,32430.75,32429.5,32430.25,32430,32430.25,32429.75,32429.5,32429.75,32429.75,32428.75,32428.75,32428.5,32428.75,32428.75,32428.75,32426.75,32427.25,32427.25,32428.25,32428.25,32429.9,32405.29
32406,32406,32407.3,32404.3,32404.8,32406,32406,32406,32405.25,32403.25,32403.75,32403.5,32403.5,32402.5,32402,32402,32400.5,32400.25,32399.75,32402,32401.75,32400.25,32400.5,32400.25,32399.25,32405.29,32418.61
32422,32418.5,32419.3,32420.3,32419,32420.75,32417.75,32418.25,32417,32416.75,32415.75,32415.5,32415.75,32414.25,32414.75,32415.5,32415.5,32415.5,32415.5,32415.25,32415.25,32416.25,32415,32415.75,32415,32418.61,32395.36
32397.3,32394.8,32393.5,32395,32394,32397.25,32395.5,32395,32394.75,32395.25,32395.5,32395.75,32396,32395,32394.25,32394.25,32394.25,32394.25,32393.25,32393,32393.25,32393.75,32392,32392.75,32393,32395.36,32392.95
32394.8,32393.3,32394.3,32393.3,32392.3,32393,32393,32392.25,32392.25,32391.75,32391.5,32391.75,32391.75,32392,32391.5,32391.5,32391.5,32391.25,32391.5,32390,32390,32389.75,32389.75,32388.75,32389.25,32392.95,32268.42
32267.8,32267.8,32268.5,32268.5,32263.3,32268.25,32268.75,32270.75,32272.25,32271,32269.25,32269.25,32269.75,32273,32273.25,32274.75,32273,32273.25,32274.5,32277.75,32277,32277.5,32279.25,32281.25,32281.5,32268.42,32278.19
32275.5,32275.5,32275.5,32282.3,32288.3,32278.5,32275.5,32275.75,32276.5,32278.25,32278,32278,32276.25,32275.25,32275,32275.5,32273.75,32273.5,32273.25,32273.25,32273.75,32273.75,32273,32275,32274.25,32278.19,32217.27
32217.3,32217.3,32217.8,32217.5,32216.8,32215.25,32217,32217.25,32217.75,32220,32220,32216.25,32216,32217.75,32214.75,32214.75,32215.5,32217,32217,32213,32213,32212.25,32211.75,32212.5,32211.75,32217.27,32209.21
32210.3,32207.5,32207.5,32207.5,32218.3,32206.75,32209,32209.25,32209.25,32206.5,32206,32208.25,32210,32209.25,32209,32209,32208.25,32208,32209.5,32209.5,32209.5,32209.25,32206.5,32206.5,32206.5,32209.21,32243.05
32242,32245,32242.5,32243.5,32237,32245.5,32245.25,32246.25,32246.5,32245,32243,32241,32240.25,32239.75,32239.25,32238.75,32238.5,32240,32240,32240.5,32240.25,32240,32240,32240.25,32241,32243.05,32212.9
32209.3,32211.8,32212.3,32216.3,32216.5,32212.75,32211.5,32211.75,32212,32212,32215.25,32214.5,32211.25,32210.75,32210.75,32209.25,32209.5,32209.75,32214.25,32215.25,32215.25,32214.75,32214.75,32214.75,32214.75,32212.9,32229.72
32231.3,32229.3,32228.3,32229.8,32228.5,32231.25,32229.5,32229.5,32229.5,32230.25,32230,32230.75,32229.75,32230.5,32231.25,32231,32231.5,32230,32231.25,32231.5,32231.5,32232.25,32232.25,32232.5,32232.75,32229.72,32238.66
32239,32239,32239,32237.8,32236,32240,32239,32239,32238.25,32238.75,32239.5,32238,32239,32239,32240.25,32240.5,32240.25,32240,32242.25,32242,32242,32241.75,32241.5,32241.5,32241.75,32238.66,32265.74
32265.3,32263,32262.8,32268.3,32271,32264.75,32265.25,32263.5,32263.25,32264.25,32266.5,32267.75,32267.25,32267.75,32268.25,32268.25,32266.5,32267,32264,32263.75,32264.25,32264.25,32264.25,32264.5,32264.75,32265.74,32263.82
32261.8,32261.8,32261.8,32267.8,32267.5,32262.25,32262,32262,32262.5,32264,32264.5,32265.75,32266.25,32266,32266,32264.75,32264,32264,32264,32264,32264,32264,32264.75,32264.5,32264.75,32263.82,32245.54
32244.8,32244.8,32244.3,32247,32249.5,32242.5,32244.25,32244,32246,32244.75,32244.75,32244.5,32247.5,32247,32247.75,32249.25,32247.75,32247,32247.25,32247.5,32247,32247,32248.5,32249,32249,32245.54,32214.29
32214,32213.3,32214,32216,32216.8,32212.75,32213.25,32214,32214,32214.5,32214.75,32214,32214,32213.25,32211.5,32212,32212,32214.25,32213.5,32213.5,32213.5,32213.5,32214.25,32214.75,32215,32214.29,32211.67
32209.8,32211.3,32212,32216.5,32217.8,32208,32209.5,32210.5,32210.75,32210,32209.5,32211.25,32211.5,32210.25,32210.5,32210.5,32210.25,32210,32209.75,32210,32210,32210.25,32210.5,32209.5,32209.5,32211.67,32202.97
32202.8,32202.5,32202.3,32198.8,32203.8,32205.5,32203,32203.5,32205,32205,32202.75,32202,32203.25,32203,32203.5,32203.5,32202.75,32203,32202.25,32201.25,32201,32199.75,32198.5,32197,32199,32202.97,32199.27
32202.5,32199.8,32198.8,32193.8,32203.3,32201.5,32199.75,32199,32198,32198.25,32197.25,32198,32198,32198,32198.5,32199.5,32200,32199.5,32199.75,32199.5,32199.5,32197,32197.25,32196,32196,32199.27,32222.06
32228.8,32220.8,32221,32221,32219,32226.75,32223.75,32220.75,32220.75,32218.75,32218.75,32219.5,32220,32219,32219.5,32220,32220,32220.25,32220.75,32221.25,32220.25,32219.25,32219,32215.5,32215.5,32222.06,32209.94
32210.5,32210.5,32210.8,32211.5,32210.3,32208.25,32209.75,32210.75,32210.5,32209.5,32207.75,32208.25,32209.5,32210.5,32211.25,32210.75,32212.25,32211.75,32211.25,32211,32210.25,32210,32210.5,32210.25,32210.25,32209.94,32225.85
32223.8,32223.8,32223.8,32227.5,32224.3,32226.25,32224,32227.5,32229,32228,32228.5,32227.5,32227.5,32227.25,32228.5,32228.5,32228.75,32228.25,32228.25,32228,32226.75,32227.25,32227,32227,32227,32225.85,32215.64
32215,32212,32211.8,32217.3,32216.8,32215.5,32215.25,32212.75,32217,32217,32217.75,32218,32218,32219.25,32219.75,32220.25,32219.75,32219.75,32219.5,32219.5,32219.25,32219.75,32219.25,32220,32219.75,32215.64,32216.76
32215.3,32215,32213,32218,32218.3,32217,32215.5,32215.5,32218,32217.75,32218.5,32219,32219,32219.25,32220.25,32220,32220.5,32220.5,32220.25,32220,32219.75,32219.75,32219.5,32218.75,32218.25,32216.76,32209.39
32209,32207,32207.3,32214.8,32213,32208,32207,32207,32208,32209,32209.25,32210.5,32210.5,32210.5,32210.25,32211.25,32211.25,32210.5,32210.25,32210.25,32210.25,32211.25,32210.5,32211.75,32211.5,32209.39,32171.02
32170,32173.8,32171.3,32168.8,32167.3,32171.25,32173.5,32171.25,32172.25,32171.5,32171.25,32171.25,32170.75,32169.75,32169.75,32169.75,32169.75,32170,32170.5,32169.5,32167.5,32166.75,32167.25,32167.25,32167,32171.02,32122.34
32122.5,32122.5,32122.5,32119.3,32117.3,32122.5,32127.25,32123.75,32124.25,32123,32123.5,32122.25,32121.75,32121.75,32121.5,32119,32119.25,32121.25,32121.75,32121,32120.75,32121.5,32119.25,32119.25,32119.5,32122.34,32156.6
32156.8,32156.8,32159.5,32160.8,32157.8,32156.25,32155.75,32153.5,32152.25,32153.25,32154.75,32155,32155.25,32155.25,32154,32151.75,32151.75,32152.75,32152.75,32152.75,32153,32153.75,32153.75,32153.75,32155,32156.6,32154.71
32156,32156.5,32158.3,32159.5,32147.5,32157.5,32157.5,32156.75,32151.75,32151.75,32151.75,32150.5,32150.75,32150.5,32150.5,32151,32151.5,32150.75,32150.25,32150.25,32151,32150.75,32150.75,32150.75,32150.75,32154.71,32137.71
32138.8,32139.5,32137.5,32136,32136.8,32137.25,32138.75,32137.75,32137.75,32137.5,32137.5,32137.5,32137.25,32136.75,32137,32137,32136.5,32135.25,32135.75,32136.25,32135.75,32136,32136,32136.25,32136.5,32137.71,32148.39
32149,32151.8,32153.5,32147.8,32148.5,32147,32146.5,32144.75,32146.25,32146.75,32146.75,32146.75,32146.75,32147,32145.25,32145.25,32146,32146.25,32146,32145.75,32145.75,32145.75,32146,32145.25,32145.25,32148.39,32146.3
32145.8,32145.8,32145.3,32150.8,32151.5,32145.25,32144.5,32144,32143,32143,32144.25,32146.5,32146.75,32148.25,32149.5,32147.75,32148.25,32148.25,32148.5,32148.5,32147.25,32147.25,32146.75,32146.25,32145.5,32146.3,32143.94
32145.8,32144.3,32143.5,32143,32146,32143,32144.25,32143.75,32143,32143,32143,32143.5,32143.5,32143.5,32144.5,32144,32144.5,32143.5,32143.25,32142.75,32143,32142.75,32141.25,32141,32141.5,32143.94,32135.24
32137.3,32137.3,32136.3,32132.5,32134,32135,32136.25,32136,32135.5,32134.5,32134.25,32134.25,32134,32134.25,32134,32133.75,32134.25,32134.25,32134.25,32133.25,32135.25,32135,32135.75,32136.5,32138.25,32135.24,32129.54
32129.5,32129.5,32128.8,32129.8,32127,32129.75,32129.75,32131.25,32131,32131,32129.75,32130,32130.5,32130.75,32130.5,32130.75,32130.5,32130.5,32129.25,32129.25,32129.25,32129.25,32129.25,32129,32129.25,32129.54,32140.97
32143.8,32139.8,32142,32141.8,32139,32142.75,32140.25,32139.75,32141.25,32141,32140,32139,32139,32139,32138.5,32138.5,32138.5,32139.25,32138.75,32138,32138.75,32138.75,32138.5,32138.5,32138.5,32140.97,32141.04
32139.3,32139.3,32142.3,32140,32145,32142.25,32142,32142,32139.75,32139.5,32139.5,32140,32141,32140.25,32140.25,32140.25,32139.75,32140,32140,32140,32140.75,32140.25,32140.75,32141.25,32141.5,32141.04,32153.66
32154.3,32153,32153,32152.3,32156.5,32153.75,32152.5,32152.5,32152,32152.25,32154.5,32154.25,32154.75,32154.75,32154.75,32153.75,32154.25,32153.75,32154.75,32154.5,32155,32154,32154.5,32153.25,32153.25,32153.66,32158.79
32160.5,32157.3,32157.5,32161.3,32161.5,32157.75,32158,32157.25,32156,32157.75,32159.75,32158.5,32158.25,32158.25,32158.75,32158.75,32158.5,32158.75,32159.75,32159.75,32159.5,32159.5,32158,32157.75,32157.5,32158.79,32158.79
32157.3,32157.3,32156.8,32160,32158,32160.5,32160.5,32157.5,32157.25,32160.75,32160.5,32160,32159.75,32159.25,32159.25,32159.25,32160,32159.75,32159.5,32159,32158.75,32158.75,32158.5,32158.5,32158.5,32158.79,32167.68
32169,32169,32169.5,32166,32172.3,32166,32166,32166.75,32166.75,32165,32166.25,32166,32166,32166.25,32164.75,32164.5,32165.5,32165.5,32164.25,32164.75,32166,32166,32165.25,32166.5,32166,32167.68,32166.09
32165.5,32165.5,32165.3,32167.5,32169.8,32165.5,32165.25,32165.75,32165.75,32165.25,32165.5,32165.25,32165.25,32165.5,32164,32164.25,32164.75,32163.25,32164,32164.25,32164.5,32164.25,32163.5,32162.75,32163.25,32166.09,32175.4
32174.3,32174.3,32174.3,32174.8,32178,32175.5,32175.5,32175.25,32176,32175.5,32175.25,32175.25,32176,32175.75,32176.75,32176.5,32175.75,32175.75,32175.5,32175.5,32175.5,32176.25,32175.75,32175.75,32176.25,32175.4,32169.97
32171.3,32169.3,32169.8,32169.3,32171,32167,32171,32169.75,32169.75,32170.5,32170.5,32170.25,32170.75,32169.75,32170,32170,32170,32170.5,32170.25,32170.25,32170,32171,32171,32171.75,32171.75,32169.97,32146.54
32147.3,32147.3,32148,32146.5,32144.5,32146,32147,32147.5,32147,32147,32145.5,32146.5,32146.25,32146,32145.75,32145.75,32145.5,32145.25,32145.25,32145,32144.75,32145.5,32145.75,32145.5,32145.25,32146.54,32152.24
32155,32153.3,32153,32150,32149.8,32150,32153.25,32153.25,32153,32152.75,32153,32152,32152,32152,32152,32151.5,32151.5,32151,32151.25,32151.5,32149.75,32150,32150,32149.75,32150.25,32152.24,32151.22
32154.3,32151.8,32151.3,32149.8,32147.5,32150.75,32151.5,32151.5,32151.5,32151.5,32152.25,32151.25,32151.5,32151.5,32151,32150.25,32149.75,32149.75,32148.5,32148.25,32148,32149.75,32149.5,32149.25,32148.75,32151.22,32159.3
32160.3,32160.3,32158.8,32159,32158.3,32157.5,32160.25,32159.5,32159,32159.25,32159.75,32160,32159.75,32159.75,32159.75,32159.75,32159.5,32160.25,32160,32160,32159,32159.5,32157.5,32157.5,32158.25,32159.3,32169.09
32171.3,32170,32168.5,32167.3,32169.8,32169.25,32170,32170.25,32168.5,32168.5,32168.5,32167.25,32167.75,32168.5,32169.5,32169.25,32169.75,32169.75,32169.25,32169,32168,32168,32168,32168.5,32168.5,32169.09,32158.17
32160.3,32160.5,32158.3,32159.8,32157,32159.5,32158,32156.5,32156.75,32157,32156.75,32154.75,32154.75,32154.5,32155.5,32155.75,32155.5,32154.25,32154.25,32154.25,32154,32154,32154,32154,32154,32158.17,32105.7
32108.3,32108.3,32103.5,32096.8,32101.8,32108.75,32109.5,32106.25,32107,32106.75,32107.75,32105.25,32105.25,32104,32104,32105.5,32105.5,32105.5,32106.25,32103.75,32103.75,32104.25,32104,32103.5,32102.5,32105.7,32099.59
32105.8,32099.5,32101.8,32102.5,32094.8,32103,32097.75,32098,32095.25,32096,32097.75,32097.75,32097.75,32097.75,32098.5,32098,32098,32097.25,32097,32097.75,32097.5,32097.75,32099.25,32100.5,32100.5,32099.59,32130.05
32133,32130.8,32131.3,32130.8,32120.3,32132.5,32130.25,32130.5,32130.75,32131.25,32130.5,32130.25,32130.25,32130,32130,32128.75,32128,32128,32128.75,32128.25,32128.5,32129.25,32130,32129,32129,32130.05,32118.31
32119,32119.3,32118,32118,32114.8,32119,32117.25,32118.5,32118.5,32118.25,32119.75,32121,32119.5,32119.5,32119.25,32119.25,32119.25,32119.75,32119.75,32119.5,32119.5,32120,32122,32121.25,32123,32118.31,32110.28
32109.3,32109.3,32108.8,32110.8,32115.8,32109.25,32109.5,32108.75,32108.5,32109.75,32110.75,32110.75,32110.75,32110.75,32110.75,32110.75,32110.25,32110.5,32111,32111.25,32111.25,32111.5,32112.75,32112.75,32112.5,32110.28,32116.01
32114.8,32114,32113.3,32116.5,32115.5,32118.5,32115.75,32116.75,32117.25,32117.25,32117.25,32117.25,32117.25,32117.5,32117.25,32117.25,32117.25,32116.75,32116.5,32117,32117,32116.25,32117,32116.75,32117.5,32116.01,32089.6
32089.8,32089.8,32090,32088.3,32089.3,32092.25,32090,32089,32088.75,32088.25,32088.25,32089.25,32089.5,32090.25,32091.75,32090.25,32090.5,32091.25,32090.75,32091.5,32091.5,32091.75,32093,32093.25,32093.5,32089.6,32059.5
32058.3,32058.3,32059,32058.8,32062.3,32062.5,32060.25,32060.5,32059.25,32058.75,32057.5,32058.75,32058.75,32061.25,32061.5,32061,32063.75,32063.75,32063.75,32064,32065.25,32065,32064.75,32064.5,32065.25,32059.5,32080.63
32083,32080,32081.3,32080.5,32084,32081.5,32080,32079.25,32079.75,32078.5,32078.25,32078,32078,32079.75,32079.25,32078.75,32078.75,32079,32079.5,32079.25,32079.25,32078.75,32077.75,32077.5,32077.75,32080.63,32071.87
32072.8,32069.8,32070.8,32071.5,32076.3,32072.75,32070,32070.25,32070.25,32071.25,32072,32072,32072.5,32074,32072.5,32072.5,32072,32072,32070.75,32070.5,32071.75,32071.75,32072.75,32072.75,32073.25,32071.87,32058.04
32060,32057.8,32056.3,32058,32058.3,32057,32057.75,32059,32058.75,32059,32058.25,32058.25,32058.25,32057.5,32056.75,32056.5,32056.75,32056.75,32057,32056.5,32057,32057.5,32058,32058.25,32058.5,32058.04,32076.51
32077.5,32077.3,32075.5,32075,32080.5,32075.5,32077.25,32076.75,32075.75,32074.5,32075,32075.25,32075.75,32076.5,32076,32075.25,32074.5,32075,32075,32074.75,32075,32075,32075.25,32075.5,32075.5,32076.51,32072.3
32073.8,32073.8,32072.8,32073.3,32067.5,32071.5,32072,32073.25,32073,32073,32073,32072.25,32072.25,32071.5,32071,32070.75,32070.75,32071.25,32070.75,32071.25,32071.25,32071.25,32071,32071.5,32071.25,32072.3,32058.72
32061.3,32061.3,32061.5,32057.3,32059.5,32059.75,32057,32057.75,32057.25,32056.75,32056.25,32055.75,32056,32055.75,32054.25,32054.5,32054.5,32055.75,32054.75,32055,32055.75,32055.25,32055,32055.75,32056.75,32058.72,32019.05
32022.3,32020.8,32016,32016.3,32017.3,32020.5,32019.5,32019.75,32020,32019.5,32018.5,32019,32019.25,32020,32020.25,32020.25,32020,32020.5,32020.5,32020.5,32020.25,32018.75,32018.25,32016.5,32016.25,32019.05,31996.09
31998,31997.5,31995.8,31995.3,31994.5,31994.75,31995,31996.75,31996.75,31996,31996.5,31996.5,31996.75,31995,31995.25,31995.75,31993.25,31993,31993.25,31993.75,31993.75,31992.75,31991.5,31992.5,31992.5,31996.09,31995.16
31998.5,31994.3,31993,31998.8,31993,31996.75,31994.25,31994.25,31994.75,31995,31993.5,31993.75,31994.75,31994.5,31993.75,31993,31992.75,31992.75,31992.75,31993.25,31993.75,31994.25,31993.25,31992.75,31993,31995.16,31990.81
31990,31990.5,31991.5,31994,31986.8,31992,31990.5,31991.5,31992,31992.25,31990.5,31991.25,31990.25,31992,31987.5,31989,31989.25,31989.25,31989.75,31989,31989.5,31990.25,31988.75,31989,31988.25,31990.81,32014.24
32017,32017,32013.3,32010.8,32007.3,32017.25,32017.75,32014.5,32014.75,32014.5,32013.25,32013.75,32014,32013,32009.75,32009.75,32008.5,32007.75,32007.75,32008,32007.75,32008.25,32007.5,32006.25,32005.5,32014.24,32027.66
32031.5,32031.8,32028.5,32026.3,32025,32028,32028,32025.75,32025.75,32025.5,32026,32025.75,32025.75,32025,32023.75,32023,32020.25,32020.75,32020.75,32020.5,32019,32018.5,32018.5,32018.5,32017.25,32027.66,32021.39
32024.5,32021,32019.8,32019.8,32014.3,32024.25,32022.25,32021,32022.75,32023,32023.25,32023.5,32022,32021.75,32023,32019.25,32019.25,32018.25,32018.25,32018.5,32018.5,32018.75,32018.75,32018,32017.5,32021.39,32031.72
32034.8,32032,32032.3,32032.3,32024.8,32033.25,32032,32032.25,32032,32032.25,32032,32031.75,32031.75,32031.5,32030.75,32030.5,32029.5,32031,32029.5,32028.75,32028,32027.75,32027.25,32027,32026.75,32031.72,32031.12
32032,32030.8,32031.3,32031.3,32026.3,32031.75,32031,32033,32032,32032.5,32032.5,32032.5,32032.25,32032.5,32031,32031,32030.75,32031.5,32031,32031,32031,32030.25,32030.5,32031,32031,32031.12,32022.62
32022.3,32022.3,32020.5,32021.3,32016.3,32022.75,32025.5,32025.75,32025.25,32025.5,32026,32024.75,32024,32023.75,32024.5,32023.75,32023.75,32023.5,32023.25,32023.25,32022.25,32020.75,32020.75,32020,32020.25,32022.62,32017.24
32020.5,32019.8,32016.8,32014.5,32015.3,32018.25,32018,32017,32017,32017.25,32017.75,32016.25,32014.5,32014.25,32014.75,32015,32014.25,32013,32013,32012.75,32012.75,32012.75,32013,32013,32012.25,32017.24,32015.65
32017.3,32014.3,32013.8,32012.8,32015.8,32015.5,32015.25,32015.5,32016.75,32017,32017,32017.25,32018,32018,32018.5,32018.25,32018.25,32018.5,32018.5,32018,32018,32016.75,32016.75,32016.5,32016.75,32015.65,32024.09
